sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.9) by the visual veracity module, depicting a surreal and impossible scene of a frog floating above a tank. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. Furthermore, the claim references 'Project Ribbit Thunder' as a recently declassified military image. Evidence indicates that 'Ribbit' is a character from the animated series 'The Amazing Digital Circus' and there is no credible evidence of a military project by this name being declassified. The term appears to be a conflation of pop culture references and potentially cryptocurrency projects, lacking any basis in actual military declassification records. The combination of an AI-generated image a"
3397,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8). According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Additionally, the claim that Planet Hollywood Las Vegas is owned by a corporation based in Paris, Texas is factually incorrect. Evidence confirms that Planet Hollywood Las Vegas is owned and operated by Caesars Entertainment, a company based in Nevada, not a Texas corporation. The image itself, being AI-generated, likely contains visual anomalies or fabricated details that do not correspond to reality, further supporting the misinformation label."
ds2700,Not Misinformation,0.6,False,True,"The image depicts a scaled quail, which is a real bird species native to the Southwestern US and Mexico. The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false). The headline claims the quail is standing on one leg next to a raisin and a peanut. Evidence [3] from the Utah County Birders Newsletter confirms that scaled quails do stand on one leg, particularly in cold weather, validating that part of the claim. The module's answers also confirm that scaled quails are omnivores that eat seeds and grains, making it plausible they would interact with or be near peanuts and raisins (though raisins are not a natural wild food, they are often used in feeding contexts or could be present in a specific setting). The module notes 'partial' alignment because the "
ds4880,Not Misinformation,0.9,False,True,"The claim states that Lindsay Lohan wore a hijab, sparking mixed feelings on social media. The retrieved evidence confirms that Lindsay Lohan attended London Modest Fashion Week wearing a hijab [1, 2, 3]. Multiple sources explicitly mention that this appearance sparked mixed reactions and confusion on social media, with some speculating about conversion to Islam and others questioning her motives or citing cultural appropriation concerns [2, 3, AOL article]. The image shows a woman in a hijab, which aligns with the event described. The visual veracity module indicates the image is not AI-generated. Therefore, the headline accurately reflects reported events and public reaction."
ds8852,Not Misinformation,0.6,False,True,"The claim states there are 'Three teddy bears and a stuffed cat on a bedroom wall.' The visual veracity module indicates the image is not AI-generated and shows three teddy bears against a stone wall in a natural setting. The relevancy module notes that while there are three teddy bears, there is no confirmation of a stuffed cat or that the setting is a bedroom wall. The retrieved evidence confirms that teddy bears are popular decor and discusses general stuffed animal themes and display methods, but does not verify the specific content of this image (i.e., the presence of a cat or the specific location). Since the image is real (not AI-generated) and the discrepancy is primarily about the specific details (cat, bedroom vs. natural stone wall) rather than a fabricated reality, it is not cl"
7551,Not Misinformation,0.9,False,True,"The claim states that snow has fallen across parts of the UK, specifically mentioning Kielder Water in Northumberland, and that more is predicted. The retrieved evidence supports this: Source [3] from BBC News explicitly confirms that 'Snow has fallen across parts of northern England and southern Scotland, with more forecast over the weekend.' Additionally, Source [1] from AOL confirms that Kielder Water in Northumberland has experienced significant snow events (referencing the 'Beast from the East' in 2018, but establishing the location's susceptibility to such weather). The image shows a snowy landscape which is consistent with the claim of snowfall in the UK. The visual veracity signals indicate the image is not AI-generated. While the specific date of the image isn't confirmed to be th"
365,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8). The visual evidence shows gorillas with unnatural, exaggerated facial features and expressions that do not match real wildlife photography or typical mascot costumes used at such events. The module's visual veracity signal explicitly flags the image as AI-generated. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of the factual accuracy of the headline's context (which is true: Kwita Izina ceremonies do occur in Rwanda). The image does not depict a real event but rather an AI-generated fabrication, making the pairing misleading."
ds4717,Not Misinformation,0.6,False,True,"The claim that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge is supported by multiple entertainment news sources from the time of her pregnancy (2018). Evidence [1] from Inquisitr and Evidence [2] from OK Magazine explicitly state that Tristan Thompson put Khloe on a pregnancy diet after she indulged in junk food. While the image provided is not relevant to the specific event (as noted by the module signals), the textual claim itself is grounded in reported celebrity news from that period. The 'forced' aspect is a common tabloid framing of the reported dynamic where Tristan was reportedly controlling her diet. Since the core assertion is supported by evidence, and the image is not AI-generated, the label is Not Misinformation, though confid"
4718,Not Misinformation,0.9,False,True,"The headline claims Jennifer Lopez might take a break from Alex Rodriguez. Evidence confirms that Jennifer Lopez and Alex Rodriguez did indeed take a break from their relationship, which led to their breakup and the cancellation of their engagement in March 2021 (Evidence [2], [3]). Furthermore, recent reports indicate that Rodriguez reached out to Lopez after his latest breakup, suggesting ongoing interaction or a potential reconciliation phase, which aligns with the 'break' or 're-evaluation' narrative implied by the headline (Evidence Q3-1, Q3-3). The image is a genuine photograph of J.Lo (visual_veracity: false for AI), and the subject matter is factually grounded in their well-documented relationship history and recent news. The headline is a sensationalized but truthful summary of th"
ds4306,Not Misinformation,0.9,False,True,"The headline accurately reflects statements made by Eric Trump in August 2016. Multiple credible news sources, including The Hill, The Wall Street Journal, and HuffPost, confirm that Eric Trump stated it would be 'foolish' for his father, Donald Trump, to release his tax returns while under audit, arguing that the public might make uninformed assumptions. The image depicts Eric Trump, and the module signals correctly identify the visual as genuine and the content as aligned with historical fact. Therefore, the claim is supported by evidence."
ds1370,Not Misinformation,0.9,False,True,"The claim states that Kris and Bruce Jenner attended the Academy of Country Music Awards in Las Vegas. Evidence from Mirror Online [3] and USA Today [3] explicitly confirms that Kris and Bruce Jenner attended the 44th Annual Academy of Country Music Awards, which was held at the MGM Grand in Las Vegas on April 5, 2009. The image signals indicate the photo is authentic (not AI-generated) and aligns with the event. Therefore, the claim is factually supported by the evidence."
ds2101,Not Misinformation,0.9,False,True,"The image depicts a table setting with wine glasses and a centerpiece, which aligns perfectly with the claim. The module signals confirm that the image is not AI-generated (ai_generated=false) and is relevant to the headline. The retrieved evidence supports the general concept of table centerpieces and wine glass settings, confirming that such arrangements are common and well-documented in home decor contexts. There is no evidence of deception, fabrication, or misleading context. The claim is a straightforward description of the visual content."
5000,Misinformation,0.9,False,True,"The claim that President Obama admitted to a secret deal with China to hand over U.S. territory to settle debt is factually false. The retrieved evidence confirms that while the Obama administration engaged in diplomatic relations and trade discussions with China (e.g., the 2014 state visit [1], [3]), there is no record of any agreement to cede U.S. territory. The only U.S. territory transferred to China was Hong Kong, which was handed over by the United Kingdom in 1997, long before Obama took office [1], [2] in the second evidence set. Furthermore, while there were tensions regarding U.S. debt held by China and specific deals like the 2013 Sarbanes-Oxley audit agreement [3] in the third evidence set, none involved the transfer of sovereign U.S. territory. The image of the Obamas is unrela"
ds4724,Not Misinformation,0.6,False,True,"The claim that George and Amal Clooney are sleeping in separate bedrooms is a specific detail about their private lives that cannot be visually verified from a photograph of them together in a vehicle. The image shows the couple together, which contradicts the idea of a separation, but does not confirm or deny sleeping arrangements. The retrieved evidence indicates that while there are rumors and speculation about their relationship (including divorce rumors and reports of separate travel), there is no definitive factual confirmation that they sleep in separate rooms. In fact, one evidence snippet explicitly states that the notion of them sleeping separately due to snoring is 'not accurate' and that they have adapted to each other's quirks. However, other snippets mention 'separation' in t"
ds6329,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.9) by the visual veracity signal, depicting an impossible scenario of a man inside a shark. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. Furthermore, the headline references 'What's Eating Gilbert Grape' and 'Sharkasaurus', neither of which involve a character named 'Arnie' fighting a shark. 'What's Eating Gilbert Grape' is a drama with no shark scenes, and 'Sharkasaurus' is a different creature entirely. The image and headline are unrelated and fabricated, constituting misinformation."
ds1157,Not Misinformation,0.9,False,True,"The claim describes a person holding a banner during a pope's procession down Fifth Avenue to St. Patrick's Cathedral. Historical evidence confirms that Pope Paul VI traveled down Fifth Avenue to St. Patrick's Cathedral in 1965, and Pope Francis did so in 2015. During such high-profile papal visits, it is standard for crowds to hold banners and signs. The retrieved evidence supports the occurrence of the procession on Fifth Avenue to the Cathedral (Sources [1], [2] from Q1; [1], [2] from Q7). While the specific image cannot be definitively linked to a specific individual without metadata, the event described is factually grounded in historical reality. The module signals indicate the image is not AI-generated (visual_veracity ai_generated=false), and the relevance is partial because the im"
5013,Misinformation,0.9,False,True,"The headline claims a 'Controversial Dating Revelation' regarding Brooke Burke's divorce that sparks speculation. However, the retrieved evidence indicates that Brooke Burke is currently engaged to Scott Rigsby and has recently discussed wedding plans (which were delayed), rather than revealing new controversial dating news amid an active divorce. Furthermore, the module signals explicitly state that the image is not aligned with the headline (relevancy: false, confidence 0.2), showing two individuals on a stage that do not depict Brooke Burke or the specific event described. The image appears to be a generic stock photo or unrelated clip used to mislead viewers into believing it depicts the subject of the clickbait headline. Since the image does not support the claim and the claim itself "
3983,Misinformation,0.9,False,True,"The claim contains two factual errors: it states the film was released in 2008, whereas evidence confirms it was released in 2013 [3] (diehard.fandom.com, Wikipedia). More critically, the visual veracity module indicates the image is AI-generated with high confidence (0.8), citing nonsensical text ('MOMATOR') and inconsistent lighting. Per the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. The image is also irrelevant to the claim, depicting a generic street scene rather than the film or director."
ds9980,Not Misinformation,0.6,False,True,"The image depicts a scene consistent with the humanitarian crises in northern Iraq, specifically involving displaced families fleeing conflict zones (such as Mosul) and seeking refuge at Kurdish checkpoints. Evidence [3] from the first query explicitly mentions a 'girl stands besides her tent at a temporary displacement camp set up next to a Kurdish checkpoint in Kalak' during the ISIS conflict in Mosul. Evidence [1] and [2] from the third query describe Iraqi families fleeing Mosul and crossing into Kurdish-controlled areas (like the Khazer area) near checkpoints. While the specific date of the image is not provided, the visual content (a girl in a field near a checkpoint context) aligns with documented events of Iraqi displacement. The module's visual veracity signal indicates the image "
ds2354,Not Misinformation,0.9,False,True,"The image depicts a large airplane flying low in a cloudy sky. The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false) and is relevant to the claim. The retrieved evidence supports the plausibility of the scene: planes do fly low due to various factors such as landing approaches, weather conditions (clouds affecting flight paths), and heat (which can limit climb performance). While the evidence does not confirm a specific viral event matching this exact image, the claim describes a physically possible and common aviation scenario (planes flying low, often near airports or due to weather). There is no evidence suggesting the image is fake or the event is impossible. The 'answers' module confirms that planes fly low and that cloudy skies impact flight p"
ds9501,Misinformation,0.9,False,True,"The claim states that Ford's reelection campaign was 'brilliant.' However, historical evidence confirms that Gerald Ford's 1976 reelection campaign was unsuccessful, as he lost the general election to Jimmy Carter. The campaign was widely viewed as struggling due to the lingering effects of the Watergate scandal and a difficult primary challenge from Ronald Reagan. Describing a failed campaign as 'brilliant' is factually incorrect and misleading. The module signals correctly identify that the image is not AI-generated, but the textual claim contradicts the historical record of the campaign's outcome and general reception. Therefore, the claim is misinformation."
ds4,Not Misinformation,0.9,False,True,"The claim states that after the murders, Charlie Hebdo's surviving staff left their Paris offices for a temporary home at Liberation newspaper. The retrieved evidence confirms this sequence of events. Specifically, evidence [2] from the New York Times and [2] from the Sydney Morning Herald state that Charlie Hebdo moved into rented office space after 'squatting for more than six months in an improvised space carved out of the newsroom of Liberation.' Additionally, evidence [3] from ABC News explicitly quotes a source saying, 'They left [Liberation] today,' confirming that Liberation served as their temporary base before they moved to a new high-security location in September 2015. The image provided is a memorial scene, which is contextually relevant to the aftermath of the attacks, though"
ds3871,Misinformation,0.9,False,True,"The claim states that Meghan Markle was born in July. However, multiple reliable sources confirm that Meghan Markle was born on August 4, 1981, not in July. Furthermore, the module signals indicate that the image is AI-generated (confidence 0.8) and depicts nonsensical objects (clothing, a book with illegible text, a cat in a bowl) that are irrelevant to the claim about Meghan Markle's birth date. According to the definitive rule, if the image is AI-generated with high confidence, the output must be Misinformation regardless of other signals. The combination of a false factual claim and an irrelevant, AI-generated image confirms the misinformation label."
8830,Not Misinformation,0.6,False,True,"The claim states that the image shows an old clock hanging against the side of a barn. The retrieved evidence confirms that such images exist and are real-world photographs. Specifically, Evidence [3] from Unsplash explicitly describes a photo titled 'A barn with a clock on the side of it' located in Michigan, which matches the visual description in the claim. The module's visual veracity signal indicates the image is not AI-generated (ai_generated=false), and while the relevancy signal was low (0.2), this appears to be a conservative estimate due to the lack of specific metadata in the prompt's context rather than a contradiction. Since the image depicts a real object (a clock) in a context (barn) that is documented as existing in reality (as per the Unsplash source), and there is no evid"
ds5053,Misinformation,0.9,False,True,"The claim states that drinking green tea daily increases lifespan by 'Ten Years'. While the retrieved evidence confirms that green tea is associated with longevity and reduced risk of cardiovascular disease (e.g., [3] from Benzinger on Health, [1] from NPR regarding Blue Zones), none of the sources support the specific quantitative claim of a ten-year increase. The study by Dr. Shinichi Kuriyama mentioned in evidence [3] found a correlation with reduced mortality risk but did not quantify the gain as ten years. Such specific, large numerical claims are often exaggerations or misinterpretations of relative risk reductions found in observational studies. Without evidence supporting the specific 'ten years' figure, the headline is misleading and constitutes misinformation."
ds2437,Misinformation,0.9,False,True,"The claim states that the image shows an 'animal food tray and cage' that is empty. However, the image clearly depicts a disc golf basket (a metal chain basket used in the sport of disc golf) with a tree in the background. The module signals correctly identify that the image is not relevant to the claim, noting that it shows a disc golf basket, not an animal food tray or cage. Since the subject matter of the image (disc golf equipment) is fundamentally different from the subject matter of the claim (animal husbandry items), the claim is a misrepresentation of the visual content. This constitutes misinformation because the text describes objects that are not present in the image. The evidence retrieved discusses actual animal food trays and cages, further highlighting the disconnect between"
ds6090,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8) by the visual veracity module, citing surreal elements like a camel in a social setting. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. Additionally, the retrieved evidence confirms that Outside Lands 2023 was a real, sold-out event with specific lineups (Foo Fighters, Kendrick Lamar, etc.), but the image itself is not a genuine photograph of that event due to its AI-generated nature and the presence of an incongruous animal, making it a fabricated representation."
ds742,Not Misinformation,0.6,False,True,"The image depicts a protest scene with a 'WALL OFF TRUMP' banner, which aligns with the widespread protests against Donald Trump during the 2016 Republican National Convention in Cleveland. The Quicken Loans Arena (now Rocket Mortgage FieldHouse) was the primary venue for the RNC in 2016. While the specific claim that demonstrators 'blocked' or formed a barrier to Trump *at* the arena is not explicitly confirmed by the provided snippets (which mention protest routes near the arena and arrests for flag burning outside), the visual evidence of a Trump protest in Cleveland during the RNC timeframe is consistent with historical records. The 'WALL OFF TRUMP' slogan was a prominent feature of these protests. The module signals indicate the image is real (not AI-generated) and the relevance is pa"
ds1754,Not Misinformation,0.9,False,True,"The headline states that Benedict Cumberbatch plays Julian Assange in the film 'The Fifth Estate'. This is a factual statement confirmed by multiple reliable sources. Evidence [1] from Wikipedia explicitly states that 'The Fifth Estate' is a 2013 biographical thriller film that 'stars Benedict Cumberbatch as its editor-in-chief and founder Julian Assange'. Additional evidence from IMDb and Rotten Tomatoes corroborates this casting. The image signals indicate the image is not AI-generated and is relevant to the claim. Therefore, the claim is accurate and not misinformation."
