sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.9,False,True,"The image is identified as AI-generated (confidence 0.9) by the visual veracity module, depicting a surreal and impossible scenario of a frog floating above a tank. The claim that this is a 'recently declassified image from project ribbit thunder' is false. Evidence indicates that 'Ribbit' is a character from the animated series 'The Amazing Digital Circus' and 'Project Rabbit' is a video game, with no connection to military declassification projects. Furthermore, recent declassified military imagery typically involves satellite data (e.g., KH-7/KH-9) or specific historical missions (e.g., SAS, USS Liberty), none of which match the surreal content of the image. The combination of an AI-generated image with a fabricated context constitutes misinformation."
3397,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8). According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Additionally, the claim that Planet Hollywood Las Vegas is owned by a corporation based in Paris, Texas is factually incorrect; evidence confirms it is owned and operated by Caesars Entertainment, which is based in Nevada, not a Texas corporation."
ds2700,Not Misinformation,0.6,False,True,"The image depicts a scaled quail standing on one leg, which is a documented behavior for this species (Evidence [3] in the retrieved set confirms observations of scaled quails standing on one leg). The visual veracity signals indicate the image is not AI-generated. While the specific presence of a raisin and peanut next to the bird is not explicitly confirmed by the text evidence (which focuses on general diet of seeds, plants, and insects), the claim describes a specific scene that is biologically plausible and visually consistent with the subject. The partial alignment noted in the module signals is due to the difficulty of verifying small objects in the image, but there is no evidence to suggest the image is fake or the claim is false. The bird's behavior and species identification are "
ds4880,Not Misinformation,0.9,False,True,"The claim that Lindsay Lohan wore a hijab and sparked mixed feelings on social media is supported by multiple credible news sources. Evidence [1] from The Independent and Evidence [2] from Yahoo confirm that Lindsay Lohan attended London Modest Fashion Week wearing a hijab. Furthermore, Evidence [4] from SheThePeople and Evidence [1] from AOL explicitly state that her appearance sparked praise and criticism (mixed feelings) on social media. The image shows a woman in a hijab, which aligns with the reported event. The visual veracity module indicates the image is not AI-generated. Therefore, the headline accurately reflects real-world events."
ds8852,Not Misinformation,0.6,False,True,"The image depicts three teddy bears against a stone wall, which aligns with the 'three teddy bears' part of the claim. However, the claim specifies a 'stuffed cat' and a 'bedroom wall'. The visual evidence shows no stuffed cat, and the background appears to be an outdoor stone wall rather than an indoor bedroom wall. The module signals correctly identify this as 'partial' alignment. Since the image is verified as real (not AI-generated) and the discrepancy is likely due to a mismatched caption or a specific artistic interpretation not fully captured by the text, it does not meet the threshold for 'Misinformation' under the definitive rule (which requires AI generation). However, the factual inaccuracy regarding the cat and the setting prevents a 'high' confidence in the claim's validity. T"
7551,Not Misinformation,0.9,False,True,"The claim states that snow has fallen across parts of the UK, specifically mentioning Kielder Water in Northumberland, and that more is predicted. Evidence [5] from BBC News explicitly confirms this exact phrasing: 'Snow has fallen across parts of the UK, such as Kielder Water, in Northumberland, and more is predicted over the weekend.' Additionally, Evidence [3] from BBC News corroborates that snow fell in northern England and southern Scotland with more forecast. The image shows a snowy landscape which is consistent with the claim, and the visual veracity signals indicate it is not AI-generated. Therefore, the headline is supported by factual reports."
365,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8). The visual evidence shows gorillas with unnatural, exaggerated facial features and expressions that are characteristic of AI generation rather than real photography. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of the factual accuracy of the headline's context (which is true: Kwita Izina ceremonies do occur in Rwanda). The image does not depict a real event but is a synthetic creation, making the pairing misleading."
ds4717,Not Misinformation,0.6,False,True,"The headline claims that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge. Retrieved evidence supports the core narrative that Tristan Thompson intervened in Khloe's diet during her pregnancy with their daughter True. Specifically, sources [1] and [2] from the first evidence block explicitly state that 'Tristan Thompson Puts Khloe Kardashian On Pregnancy Diet' and that he 'won't stand for unhealthy habits' or 'intervened with Khloe Kardashian’s pregnancy routine' [5] from the second evidence block. While the word 'forced' is strong, the reports describe his active role and insistence on a healthy lifestyle, which aligns with the headline's claim of him imposing a strict diet. The image relevance signal is low (false), but the visual veracity i"
4718,Not Misinformation,0.9,False,True,"The headline claims Jennifer Lopez might take a break from Alex Rodriguez. Evidence confirms that Jennifer Lopez and Alex Rodriguez ended their relationship in March 2021 after four years together and a two-year engagement (Sources [1], [2], [5] from the first evidence block). Since the relationship has already ended, the concept of 'taking a break' is factually consistent with their history of relationship dynamics (they were previously engaged and then broke up). Furthermore, recent reports indicate that Rodriguez reached out to Lopez after his own subsequent breakup, suggesting ongoing contact or at least a non-hostile dynamic, which aligns with the 'break' or 'distance' narrative rather than a definitive 'together' status. The image is a genuine photograph (AI generated: false), and th"
ds4306,Not Misinformation,0.9,False,True,"The headline accurately reflects statements made by Eric Trump in August 2016. Multiple credible news sources, including The Hill, The Wall Street Journal, and The Guardian, confirm that Eric Trump stated it would be 'foolish' for his father, Donald Trump, to release his tax returns while under audit, arguing that the public might make uninformed assumptions. The image depicts Eric Trump, consistent with the subject of the claim. The module signals correctly identify the visual as non-AI and the claim as aligned with historical fact."
ds1370,Not Misinformation,0.9,False,True,"The claim that Kris and Bruce Jenner attended the Academy of Country Music Awards in Las Vegas is supported by multiple credible sources. Evidence [3] from Mirror Online and Evidence [4] from Alamy explicitly state that Kris and Bruce Jenner attended the 44th Annual Academy of Country Music Awards held at the MGM Grand in Las Vegas in 2009. Additionally, Evidence [3] from USA TODAY confirms this event with a file photo dated April 5, 2009. The visual veracity signals indicate the image is not AI-generated, and the module signals align with the factual record of their attendance at this specific event."
ds2101,Not Misinformation,0.9,False,True,"The image depicts a table setting with wine glasses and a centerpiece, which aligns perfectly with the claim. The module signals confirm the image is not AI-generated (ai_generated=false) and is relevant to the headline. The retrieved evidence supports the existence and commonality of such table settings, defining centerpieces and wine glass usage in decor. There is no evidence of manipulation or falsehood."
