sample_id,label,confidence,abstain,parse_ok,attempts,calls
1021,Not Misinformation,0.9,False,True,1,3
104,Not Misinformation,0.8,False,True,1,3
1047,Not Misinformation,0.85,False,True,1,3
1052,Not Misinformation,0.85,False,True,1,3
1152,Not Misinformation,0.85,False,True,1,3
1204,Misinformation,0.9,False,True,1,3
1231,Misinformation,0.7,False,True,1,3
1318,Misinformation,0.8,False,True,1,3
1383,Misinformation,0.7,False,True,1,3
1436,Misinformation,0.7,False,True,1,3
1449,Not Misinformation,0.8,False,True,1,3
1500,Not Misinformation,0.85,False,True,1,3
1505,Misinformation,0.8,False,True,1,3
1586,Not Misinformation,0.9,False,True,1,3
160,Misinformation,0.8,False,True,1,3
1750,Misinformation,0.9,False,True,1,3
1782,Misinformation,0.9,False,True,1,3
1792,Misinformation,0.9,False,True,1,3
1795,Not Misinformation,0.85,False,True,1,3
1818,Misinformation,0.85,False,True,1,3
1901,Misinformation,0.8,False,True,1,3
1970,Not Misinformation,0.8,False,True,1,3
1972,Misinformation,0.9,False,True,1,3
2004,Not Misinformation,0.8,False,True,1,3
2046,Not Misinformation,0.85,False,True,1,3
2047,Not Misinformation,0.85,False,True,1,3
2134,Misinformation,0.7,False,True,1,3
2169,Not Misinformation,0.85,False,True,1,3
2237,Not Misinformation,0.85,False,True,1,3
2273,Not Misinformation,0.75,False,True,1,3
243,Not Misinformation,0.9,False,True,1,3
2501,Not Misinformation,0.8,False,True,1,3
2504,Not Misinformation,0.7,False,True,1,3
251,Misinformation,0.8,False,True,1,3
2604,Not Misinformation,0.75,False,True,1,3
2649,Not Misinformation,0.85,False,True,1,3
2677,Misinformation,0.8,False,True,1,3
2728,Not Misinformation,0.85,False,True,1,3
2731,Not Misinformation,0.85,False,True,1,3
2756,Misinformation,0.85,False,True,1,3
2826,Misinformation,0.8,False,True,1,3
2915,Misinformation,0.85,False,True,1,3
2929,Not Misinformation,0.8,False,True,1,3
3025,Misinformation,0.9,False,True,1,3
3081,Misinformation,0.95,False,True,1,3
