sample_id,label,confidence,abstain,parse_ok,rationale
9232,Misinformation,0.9,False,True,"The visual veracity module explicitly identifies the image as AI-generated with high confidence (0.9), noting that the sheep have human-like faces, which is a biological impossibility and a clear indicator of synthetic media. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. While the retrieved evidence confirms that Border Collies are indeed used for herding sheep (supporting the general concept of the claim), the specific image provided is not a real photograph but a generated artifact depicting surreal elements. Therefore, presenting this AI-generated image as a depiction of the claim constitutes misinformation."
534,Not Misinformation,0.9,False,True,"The claim states that New Jersey Gov. Chris Christie spoke at the American Conservative Union Conference (CPAC) in National Harbor, Md, on March 6, 2014. The retrieved evidence confirms that Chris Christie was indeed a speaker at CPAC 2014 [1, 2, 3]. The evidence also confirms that CPAC 2014 was held in National Harbor, Maryland [3]. Regarding the date, CPAC 2014 took place from March 6-8, 2014 [Answers module, Evidence 3]. While one evidence snippet notes that Senator Ted Cruz opened the convention on March 6 [Evidence 3], it is historically accurate that Christie spoke during the conference, which began on March 6. The image is verified as not AI-generated. The core facts of the person, event, location, and general timeframe are correct. Therefore, the headline is not misinformation."
3025,Misinformation,0.9,False,True,"The claim states that the film 'Temple Grandin' was directed by Mick Jackson in 2008. While the director is correctly identified as Mick Jackson, the release year is incorrect; the film was released in 2010, not 2008 (Evidence [1], [2], [3] from retrieved evidence and module answers). Furthermore, the visual veracity module indicates that the image is AI-generated (ai_generated=true, confidence=0.8). According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. The combination of the factual error regarding the year and the AI-generated nature of the image confirms the label."
ds5236,Not Misinformation,0.6,False,True,"The headline claims that Press Secretary Robert Gibbs was misquoted in a briefing, specifically alleging deception. Evidence [1] from NewsBusters confirms that Fox News misreported Gibbs' comments regarding President Obama watching an HBO special. Gibbs clarified that he did not claim the President watched the documentary, but rather suggested it would look better if he did. This directly supports the core claim of the headline that Gibbs was 'misquoted' and that there were 'allegations' (or rather, corrections of misreporting) regarding his statements. While the headline uses sensationalist language ('Scandal', 'Deception'), the factual basis that Gibbs was misquoted by a major news outlet is supported by the evidence. The image shows a generic press briefing context, which is consistent "
ds5492,Misinformation,0.9,False,True,"The headline claims that 'Top Gun: Maverick' was delayed due to a 'contract dispute' and that fans expressed anger over the release schedule. The retrieved evidence contradicts the primary cause of the delay. Evidence [3] from CBR and Evidence [2] from YouTube confirm that the delays were due to the coronavirus pandemic, not a contract dispute. Furthermore, Evidence [1] from Wikipedia and Evidence [3] from the Top Gun Wiki confirm the film was released on May 27, 2022, without any record of a contract dispute causing delays. While Tom Cruise has specific contractual clauses regarding billing (Evidence [2] from TikTok), there is no evidence of a dispute affecting the release schedule. The claim of fan anger is also unsupported by the evidence, which focuses on the pandemic-related delays an"
ds3333,Misinformation,0.9,False,True,"The claim states that Sean Gunn has no experience acting. The retrieved evidence and module signals definitively refute this. Multiple sources (Wikipedia, FilmAffinity, Trakt, Screen Rant) confirm that Sean Gunn is an American actor with a significant career, including roles as Kirk Gleason in 'Gilmore Girls' and Kraglin Obfonteri in the Marvel Cinematic Universe. He has also worked as a motion capture and voice actor. Therefore, the claim is factually false. Although the image relevancy is low (the image does not specifically identify Sean Gunn), the claim itself is demonstrably false based on general knowledge and the provided evidence, making the pair misleading/misinformation."
ds5295,Misinformation,0.9,False,True,"The claim that President Biden sold U.S. land to China for debt relief is factually false. The retrieved evidence does not support this specific allegation. Evidence [1] from the 'Did Biden sell U.S. land to China?' query cites a partisan YouTube video by Matt Gaetz making unsubstantiated claims of bribery, which is not credible evidence of a land sale. Evidence [2] from Fox News discusses releasing oil from the Strategic Petroleum Reserve and fees on idled wells, which is unrelated to selling land to China. Evidence [3] from Red State is a political opinion piece criticizing Biden's China policy but contains no details of a land sale. Regarding debt relief, Evidence [1] and [3] from the 'Biden China debt relief deal details' query clarify that China's debt relief initiatives are directed "
1021,Not Misinformation,0.9,False,True,"The claim states that a campaign poster of incumbent President Teodoro Obiang Nguema dominates the view in Malabo, Equatorial Guinea, on April 23, 2016. The retrieved evidence directly supports this. Specifically, Evidence [1] from the Wikipedia article on the 2016 Equatorial Guinean presidential election explicitly states: 'A picture taken on April 23, 2016 shows an electoral poster of Equatorial Guinea incumbent president and candidate Teodoro Obiang in Malabo. AFP'. This confirms the date, location, subject (incumbent president), and the presence of the poster. The module signals indicate the image is not AI-generated and is partially aligned, but the evidence provides definitive confirmation of the specific event described in the claim. Therefore, the claim is accurate."
40,Not Misinformation,0.9,False,True,"The claim states that South Korean customers had to cancel their credit cards after data was stolen. Evidence [2] from Arabian Business (Jan 23, 2014) explicitly documents a scenario where 'South Koreans cancel credit cards' at Lotte Card's main office following a massive data theft incident involving three major credit card companies in late 2012/early 2014. The image shows a crowd of people interacting with service representatives, which is consistent with the visual evidence of customers lining up to cancel cards or seek assistance during such a crisis. While the image itself is not timestamped, the claim describes a real historical event that matches the visual context of customer service interactions during a data breach. The module's visual veracity indicates the image is not AI-gene"
ds2361,Not Misinformation,0.9,False,True,"The image depicts a real blue-and-white jet airplane, consistent with the livery of airlines such as KLM or Air France, which are commonly photographed at airports. The module's visual veracity signal correctly identifies the image as not AI-generated (ai_generated=false). While the module's relevancy signal suggests the setting might be an airshow rather than a standard runway operation, the claim 'Blue-and-white jet airplane sitting at an airport runway' is a descriptive statement that is factually plausible for such an image (airplanes sit on runways/taxiways at airports). The retrieved evidence confirms the existence of blue-and-white jet airliners (e.g., KLM) at airport runways (e.g., Schiphol). There is no evidence of AI generation or malicious manipulation. The slight ambiguity in t"
