sample_id,label,confidence,abstain,parse_ok,rationale
9232,Misinformation,0.95,False,True,"The image is identified as AI-generated with high confidence (0.9) due to the presence of sheep with human-like faces, which is a biological impossibility and a clear indicator of synthetic media. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. The claim describes a specific scene (three border collies herding sheep) which is not visually supported by the surreal and distorted nature of the image, further confirming the mismatch between the realistic claim and the fabricated visual."
534,Not Misinformation,0.95,False,True,"The retrieved evidence confirms that Chris Christie spoke at the Conservative Political Action Conference (CPAC) in 2014. Specifically, multiple sources ([1], [2], [3] from the first Q) state that Christie was announced as a speaker for CPAC 2014. The evidence also confirms the location and timing: CPAC 2014 was held in National Harbor, Maryland ([3] from the second Q), and the conference took place from March 6-8, 2014 ([1] from the second Q, [3] from the third Q). Since the event started on March 6, it is factually consistent that he spoke on that date. The image signals indicate a genuine photograph of Chris Christie. Therefore, the headline accurately describes the event, person, date, and location."
3025,Misinformation,0.95,False,True,"The claim states that the film 'Temple Grandin' was directed by Mick Jackson in 2008. While the evidence confirms that Mick Jackson did direct the film, it also consistently states that the film was released in 2010 (specifically February 6, 2010), not 2008. Therefore, the date in the claim is factually incorrect. Additionally, the visual veracity signal indicates the image is AI-generated (confidence 0.8), which triggers the definitive rule to label the pair as Misinformation regardless of the textual accuracy of the director's name."
ds5236,Misinformation,0.85,False,True,"The headline claims that Press Secretary Gibbs was 'misquoted' in a briefing, implying a scandal where his words were distorted to suggest deception. However, the retrieved evidence clarifies that in the specific incident involving President Obama and an HBO special (the most prominent 'Gibbs misquote' controversy), it was actually Fox News that misreported Gibbs' comments. Gibbs stated that the President did not watch the special, but suggested it would look better if he did; Fox News incorrectly reported that Gibbs claimed the President *did* watch it. Therefore, Gibbs was not the one misquoted in a way that constituted a White House deception scandal; rather, he was the source of accurate information that was misreported by the press. The headline inverts the reality, framing Gibbs as t"
ds5492,Misinformation,0.85,False,True,"The claim states that 'Top Gun: Maverick' was delayed due to a 'contract dispute'. While the film was indeed delayed, the evidence confirms these delays were due to the coronavirus pandemic and production schedules, not a contract dispute with Tom Cruise. Evidence [3] from CBR explicitly attributes the delay to the coronavirus. Evidence regarding Tom Cruise's contracts [2] from TikTok refers to standard billing clauses (name before title) or unrelated personal matters (marriage contract), with no reports of a professional contract dispute causing a release delay. The headline fabricates a specific cause (contract dispute) for the delay, which is factually incorrect based on available records. Therefore, the claim is misinformation."
ds3333,Misinformation,0.95,False,True,"The claim that Sean Gunn has no experience acting is factually incorrect. Multiple evidence sources confirm that Sean Gunn is a professional actor with a significant career. He is widely known for his role as Kirk Gleason in the TV series 'Gilmore Girls' (2000–2007) and as Kraglin Obfonteri in the Marvel Cinematic Universe's 'Guardians of the Galaxy' series. Additional roles include appearances in 'Pearl Harbor' and various other TV shows and films. The module signals correctly identified that the image was not relevant to verifying the specific claim about his experience, but the retrieved evidence definitively disproves the claim."
ds5295,Misinformation,0.95,False,True,"The claim that President Biden engaged in an illegal deal with China to sell U.S. land for debt relief is factually false. There is no credible evidence or record of such a transaction. The retrieved evidence indicates that while there are political allegations and rhetoric regarding Biden's policies toward China (e.g., Rep. Donalds' comments on inflation and oil reserves [2]) and separate controversies involving his son Hunter Biden's business dealings in Romania (which are distinct from the U.S. government selling land to China) [1, 3], the specific claim of a bilateral illegal land-for-debt-relief deal is unsubstantiated. The evidence highlights that discussions about debt relief involve China's initiatives in Africa [1, 3] or corporate entities like Evergrande [2], not a deal with the "
1021,Not Misinformation,0.95,False,True,"The claim states that a campaign poster of incumbent President Teodoro Obiang Nguema dominates the view in Malabo, Equatorial Guinea, on April 23, 2016. The retrieved evidence directly supports this. Specifically, evidence item [1] from the Wikipedia article on the 2016 Equatorial Guinean presidential election explicitly states: 'A picture taken on April 23, 2016 shows an electoral poster of Equatorial Guinea incumbent president and candidate Teodoro Obiang in Malabo. AFP'. This confirms the date, location, subject (incumbent president Teodoro Obiang), and the presence of an electoral poster. The image provided in the module signals is consistent with this description (a political billboard/poster). The visual veracity signal indicates the image is not AI-generated. Therefore, the claim is"
40,Not Misinformation,0.85,False,True,"The claim states that South Korean customers had to cancel their credit cards after data was stolen. Evidence [2] from Arabian Business (Jan 23, 2014) explicitly shows and describes South Koreans canceling credit cards at Lotte Card's office following a massive data theft incident involving three major credit card companies starting in December 2012. While the image provided appears to be a generic stock photo of customer service interactions rather than the specific historical photo from 2014, the core factual claim that such cancellations occurred due to data theft is supported by multiple credible news sources (BBC, Arabian Business, The Hacker News). The module's visual veracity signal indicates the image is not AI-generated, and while the image is not a direct depiction of the specifi"
ds2361,Not Misinformation,0.85,False,True,"The claim describes a 'Blue-and-white jet airplane sitting at an airport runway.' The retrieved evidence confirms that blue-and-white jet airliners (such as KLM or Air France livery) are common and frequently photographed at airport runways [1, 2]. The module's visual veracity signal indicates the image is not AI-generated (ai_generated=false), and while the relevancy is marked as 'partial' due to uncertainty about whether the specific image shows a runway versus an airshow, the core factual elements (blue-and-white jet, airport context) are supported by general knowledge and evidence. There is no evidence suggesting the image is fake or the description is fundamentally false. The 'partial' alignment likely refers to the specific action (sitting vs. taking off) or setting nuance, but does "
ds5171,Not Misinformation,0.85,False,True,"The headline claims that Bernie Sanders has 'alleged socialist ties' and that these draw 'parallels to historical figures,' causing 'controversy' and 'concerns.' The evidence confirms that Bernie Sanders is a self-described democratic socialist (Evidence [1], [2], [3] from Q1). It also confirms he explicitly cites Eugene Debs, a historical socialist figure, as his hero and is often compared to him (Evidence [3] from Q1, Evidence [3] from Q2). Furthermore, his embrace of this label has indeed sparked controversy and debate, particularly during election cycles, and has reshaped political discourse (Evidence [1] from Q1, Evidence [1] from Q3). The image is a genuine photograph of Sanders. The headline uses sensationalist language ('Controversy Erupts', 'Exposed', 'Implications Raise Concerns'"
ds6749,Misinformation,0.95,False,True,"The image depicts two aliens playing golf on a lunar surface, which is a surreal and impossible scenario. The visual veracity module explicitly identifies the image as AI-generated with high confidence (0.9), citing exaggerated anatomy and a contextually bizarre setting. According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. The headline claims someone in green is playing a Wii golf game, but the image is clearly not a screenshot or photo of a Wii game (which features Miis or realistic graphics on Earth-like courses) but rather an AI-generated fantasy scene. Therefore, the image does not support the claim and is misleading."
ds231,Not Misinformation,0.65,False,True,"The claim states that a protest forced vehicles to be diverted from outside a campus. The retrieved evidence confirms that protests occurring outside university campuses (such as at JNU, Columbia, and during the Gaza war protests) have historically led to traffic disruptions and vehicle diversions in the surrounding areas. For instance, evidence [2] from The Logical Indian notes simultaneous protests outside the AMU campus, and evidence [3] from Hindustan Times describes security deployment and gate closures at JNU, which typically impacts traffic. Additionally, general evidence [1] and [2] under the 'Were vehicles diverted due to protest?' query confirms that protests frequently cause vehicle diversions. While the specific image cannot be definitively linked to a single event without meta"
9268,Not Misinformation,0.85,False,True,"The claim describes a specific visual scene: a brown and white vase with foliage on a small table. The retrieved evidence confirms that such items exist and are common in home decor (Etsy, Wayfair, 1stDibs). The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false) and is partially aligned with the description. While the specific visual details of the image are not fully verifiable against the text description without seeing the image, there is no evidence to suggest the image is fake or misleading. The existence of the described object type is well-supported by the evidence. Therefore, the claim is treated as a plausible description of a real object, not misinformation."
ds1645,Misinformation,0.85,False,True,"The claim states that Brett Morris scored a try against the Titans at Central Coast Stadium in Gosford. However, retrieved evidence [1] and [2] explicitly state that Brett Morris scored a hat-trick against the Gold Coast Titans on August 4, 2019, at the Sydney Cricket Ground (SCG), not at Central Coast Stadium. While evidence [3] mentions a match between the Bulldogs and Titans at Central Coast Stadium, it does not involve Brett Morris (who played for the Roosters in the famous hat-trick game). The specific event described in the headline (Morris scoring against Titans) occurred at a different venue (SCG). Therefore, the location detail in the claim is factually incorrect, rendering the headline misinformation regarding the specific event details."
4050,Misinformation,0.95,False,True,"The claim that a 3,000-pound Great White Shark was captured in the Great Lakes is false. Evidence confirms that a 3,000-pound Great White Shark was indeed caught, but the location was off the coast of Hilton Head, South Carolina, not in the Great Lakes (Evidence [1] from Q: 3,000-pound shark capture details). Furthermore, multiple sources explicitly debunk the myth of a 3,000-pound Great White being caught in Lake Michigan, identifying it as an internet hoax or misreported story (Evidence [3] from Q: 3,000-pound shark capture details). Great White Sharks are not known to inhabit the freshwater Great Lakes, making the claim biologically implausible and factually incorrect regarding the location."
ds3318,Misinformation,0.95,False,True,"The claim that 'The Beguiled' is an original movie is false. Evidence confirms that the 2017 film directed by Sofia Coppola is a remake of a 1971 film directed by Don Siegel, which itself was based on the 1966 novel 'The Beguiled' by Thomas P. Cullinan. Therefore, it is not an original work but a derivative adaptation. The retrieved evidence explicitly identifies the 2017 version as a remake and cites the original novel and previous film adaptation."
ds5561,Misinformation,0.95,False,True,"The claim that Taylor Swift and Ed Sheeran had a romantic getaway in the Bahamas sparking engagement speculation is false. Evidence confirms that Taylor Swift's recent Bahamas trip was with her fiancé, Travis Kelce, not Ed Sheeran. Furthermore, Taylor Swift is engaged to Travis Kelce, and Ed Sheeran is engaged to Cherry Seaborn; they are not romantically involved nor engaged to each other. The image likely depicts a generic romantic scene or potentially Swift and Kelce, but the attribution to a romantic relationship between Swift and Sheeran is factually incorrect."
ds3759,Misinformation,0.95,False,True,"The claim is false for two primary reasons. First, the image provided is AI-generated (visual_veracity ai_generated=true, confidence=0.9), which triggers the definitive rule to output 'Misinformation' regardless of the textual claim's accuracy. Second, the historical claim itself is inaccurate. According to the retrieved evidence, Moesia primarily covered modern-day Eastern Serbia, not Western Serbia. Specifically, Western Serbia was largely part of the Roman province of Dardania, while Moesia Superior corresponded to modern Serbia proper (Eastern/Central) and Moesia Inferior to Bulgaria. Therefore, the statement that Moesia included 'most of the territory of modern-day Western Serbia' is factually incorrect."
