sample_id,label,confidence,abstain,parse_ok,attempts,calls
1021,Not Misinformation,0.95,False,True,1,1
104,Not Misinformation,0.95,False,True,1,1
1047,Not Misinformation,0.9,False,True,1,1
1052,Not Misinformation,1.0,False,True,1,1
1152,Not Misinformation,0.95,False,True,1,1
1204,Not Misinformation,0.95,False,True,1,1
1231,Misinformation,0.95,False,True,1,1
1318,Not Misinformation,0.85,False,True,1,1
1383,Not Misinformation,0.95,False,True,1,1
1436,Not Misinformation,0.95,False,True,1,1
1449,Not Misinformation,0.9,False,True,1,1
1500,Not Misinformation,0.85,False,True,1,1
1505,Misinformation,0.85,False,True,1,1
1586,Not Misinformation,0.95,False,True,1,1
160,Misinformation,0.9,False,True,1,1
1750,Misinformation,0.95,False,True,1,1
1782,Misinformation,0.9,False,True,1,1
1792,Not Misinformation,0.95,False,True,1,1
1795,Not Misinformation,0.95,False,True,1,1
1818,Misinformation,0.9,False,True,1,1
1901,Not Misinformation,0.85,False,True,1,1
1970,Not Misinformation,0.85,False,True,1,1
1972,Not Misinformation,0.75,False,True,1,1
2004,Not Misinformation,0.85,False,True,1,1
2046,Not Misinformation,0.85,False,True,1,1
2047,Not Misinformation,0.95,False,True,1,1
2134,Not Misinformation,0.95,False,True,1,1
2169,Not Misinformation,0.95,False,True,1,1
2237,Not Misinformation,0.95,False,True,1,1
2273,Not Misinformation,0.95,False,True,1,1
243,Not Misinformation,0.95,False,True,1,1
2501,Not Misinformation,0.85,False,True,1,1
2504,Not Misinformation,0.85,False,True,1,1
251,Not Misinformation,0.95,False,True,1,1
2604,Not Misinformation,0.75,False,True,1,1
2649,Not Misinformation,0.95,False,True,1,1
2677,Not Misinformation,0.75,False,True,1,1
2728,Not Misinformation,0.95,False,True,1,1
2731,Not Misinformation,0.9,False,True,1,1
2756,Misinformation,0.95,False,True,1,1
2826,Not Misinformation,0.95,False,True,1,1
2915,Not Misinformation,0.85,False,True,1,1
2929,Not Misinformation,0.95,False,True,1,1
3025,Misinformation,0.95,False,True,1,1
3081,Misinformation,0.95,False,True,1,1
3169,Misinformation,1.0,False,True,1,1
3397,Misinformation,0.95,False,True,1,1
3405,Misinformation,0.95,False,True,1,1
