sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.9,False,True,"The image is identified as AI-generated (confidence 0.9) by the visual veracity signal, depicting a surreal and impossible scene of a frog floating above a tank. The claim that this is a 'recently declassified image from project ribbit thunder' is false. Evidence shows that 'Ribbit' is a character from the animated series 'The Amazing Digital Circus' and there are cryptocurrency projects named 'Ribbit', but there is no record of a military or intelligence operation called 'Project Ribbit Thunder' involving declassified imagery of tanks and frogs. The term appears to be a hallucinated or fabricated title combining unrelated concepts (military declassification, the character Ribbit, and perhaps 'Thunder' from other contexts). Since the image is AI-generated and the claim references a non-exi"
3397,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8). According to the definitive rule provided in the system instructions, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Additionally, the claim that Planet Hollywood Las Vegas is owned by a corporation based in Paris, Texas is factually incorrect; evidence confirms it is owned and operated by Caesars Entertainment, which is based in Nevada, not Paris, Texas. The combination of an AI-generated image and a false ownership claim solidifies the misinformation label."
ds4717,Not Misinformation,0.6,False,True,"The headline claims that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge. The retrieved evidence supports the core narrative that Tristan Thompson did intervene in Khloe's diet during her pregnancy with their daughter True. Specifically, Source [1] from Inquisitr and Source [2] from OK Magazine explicitly state that Tristan put Khloe on a pregnancy diet and that there were concerns about whether this control was appropriate. Source [5] from The Sun also notes that Tristan intervened, telling her he wouldn't stand for unhealthy habits. While the word 'forced' is strong, the evidence confirms he exerted significant pressure and control over her dietary choices, which aligns with the sensationalized headline. The image relevance signal is low (f"
4718,Not Misinformation,0.9,False,True,"The headline claims Jennifer Lopez might take a break from Alex Rodriguez. Evidence confirms that Jennifer Lopez and Alex Rodriguez ended their relationship in March 2021 after four years together and a two-year engagement (Sources [1], [2], [5] from the first evidence block; [2], [3] from the second). Since the relationship has already ended, the concept of 'taking a break' is factually consistent with their history of relationship dynamics (they were engaged and then broke up) or refers to the finality of their split. The image is a genuine photograph (visual_veracity ai_generated=false). The module signals also confirm that J.Lo and A-Rod did take a break/break up. Therefore, the headline is not misinformation; it reflects a real event or a plausible interpretation of their past relatio"
ds2101,Not Misinformation,0.9,False,True,"The image depicts a table setting with two wine glasses and a centerpiece, which aligns perfectly with the claim. The visual veracity module indicates the image is not AI-generated (confidence 0.0 for AI generation, implying high confidence it is real). The retrieved evidence confirms that such table settings are common and standard in dining decor, with centerpieces often being floral or candle arrangements and wine glasses being standard tableware. There is no evidence to suggest the image is fake or the claim is misleading. The image appears to be a stock photo or a genuine photograph of a table setting, consistent with the description."
5000,Misinformation,0.9,False,True,"The claim that President Obama admitted to a secret deal with China to hand over U.S. territory to settle debt is factually false. The retrieved evidence confirms that while the Obama administration engaged in diplomatic relations and trade enforcement with China, there was no such deal. Specifically, evidence [3] from the White House archives details a 2014 state visit focused on expanding cooperation, not ceding territory. Evidence [1] and [2] regarding Hong Kong clarify that it was a British territory handed over to China in 1997, long before Obama took office, and thus could not have been 'handed over' by him. Furthermore, evidence [3] from Just The News mentions a 2013 deal regarding Sarbanes-Oxley audits, which is a financial compliance issue, not a territorial handover for debt sett"
ds4724,Not Misinformation,0.6,False,True,"The headline claims that George and Amal Clooney are sleeping in separate bedrooms. While the image shows them together, it does not verify the specific sleeping arrangement. However, the core of the claim is a specific detail about their private life. Evidence [2] from the 'Clooney couple sleeping arrangements news' search explicitly states: 'It’s not accurate that George and Amal sleep in separate rooms due to the actor’s snoring and other bad habits.' This directly contradicts the headline's implication that this is a current, factual state of affairs ('Trouble In Paradise? ... Sleeping In Separate Bedrooms'). The headline presents a rumor or past anecdote as a current 'trouble' indicator. Since the evidence refutes the specific claim of separate sleeping arrangements being a current re"
ds1157,Not Misinformation,0.9,False,True,"The claim describes a person holding a banner during a Pope's procession down Fifth Avenue to St. Patrick's Cathedral. Historical evidence confirms that Pope Paul VI traveled down Fifth Avenue to St. Patrick's Cathedral in 1965, and Pope Francis did so in 2015. During such high-profile papal visits, it is standard for crowds to hold banners and signs. The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false) and is partially aligned with the event. While the specific identity of the person holding the banner in the image is not confirmed by the text, the event described (Pope procession on 5th Ave to St. Patrick's) is factual, and the presence of banners is consistent with historical accounts of these events (e.g., crowds lining the streets). There is n"
5013,Misinformation,0.9,False,True,"The headline claims a 'Controversial Dating Revelation Amid Divorce' involving Brooke Burke. However, the retrieved evidence establishes that Brooke Burke's divorce from David Charvet was finalized years ago (around 2019/2020), and she is currently engaged to Scott Rigsby. The recent news (June 2025) concerns the postponement of her wedding to Rigsby, not a divorce revelation. Furthermore, the module signals indicate that the image is not aligned with the headline (relevancy: false), showing two individuals on a stage that do not depict Brooke Burke or the specific event described. The combination of a false premise (current divorce vs. past divorce/current engagement) and a non-representative image constitutes misinformation."
ds9980,Not Misinformation,0.6,False,True,"The image depicts a scene consistent with the widespread media coverage of Iraqi families fleeing Mosul and settling in camps near Kurdish checkpoints (specifically the Khazer/Aksi Kalak area) during the ISIS conflict (circa 2014-2017). Evidence [3] from Daily Mail and Evidence [1] from NBC News explicitly describe Iraqi families, including children, settling in fields or camps next to Kurdish checkpoints in northern Iraq. While the module signals note a lack of specific visual confirmation of the 'checkpoint' in the crop, the general context of an Iraqi girl smiling in a field near a Kurdish checkpoint is a documented reality of the refugee crisis in that region. The image is not AI-generated (visual_veracity ai_generated=false). The headline describes a plausible and historically accurat"
ds2354,Not Misinformation,0.9,False,True,"The image depicts a large airplane flying low in a cloudy sky. The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false) and is relevant to the claim. The retrieved evidence supports the plausibility of the scene: planes frequently fly low due to landing approaches (e.g., at LAX, as noted in evidence [1] under 'What causes planes to fly low?'), wind conditions, or weather adjustments (evidence [2] under 'Cloudy skies impact on flight paths'). While the claim is generic and doesn't specify a unique event, the visual content is consistent with common aviation activities and weather-related flight path adjustments. There is no evidence suggesting the image is fake or the scenario is impossible/misleading in a way that constitutes misinformation. The image "
ds4,Not Misinformation,0.9,False,True,"The claim states that after the murders, Charlie Hebdo's surviving staff left their Paris offices for a temporary home at Liberation newspaper. Evidence confirms this sequence of events. According to multiple sources (e.g., [2] NYT, [3] ABC, [4] France 24), following the January 2015 attack, Charlie Hebdo staff did indeed relocate to the offices of the newspaper Libération (Liberation) for a period of over six months before moving to a new high-security location. The image provided appears to be a memorial site, which is contextually relevant to the aftermath of the attacks, although it does not explicitly depict the move to Liberation. However, the textual claim is factually accurate based on the retrieved evidence. The visual veracity is not AI-generated, and the core factual assertion r"
8830,Not Misinformation,0.6,False,True,"The claim states that the image shows an old clock hanging against the side of a barn. The module signals indicate that the image is not AI-generated (visual_veracity.ai_generated=false) and depicts a traditional clock. While the 'relevancy' signal is low (0.2) because the specific context of a 'barn' is not explicitly confirmed by the image analysis alone (it might just be a clock on a wall), the retrieved evidence confirms that such images exist and are common. Specifically, Evidence [3] from Unsplash explicitly describes a photo titled 'A barn with a clock on the side of it' located in Michigan. Evidence [1] and [2] also discuss barn clocks and designs. Since the image is real and the scenario described (a clock on a barn) is a known, verifiable real-world occurrence supported by search"
ds5053,Misinformation,0.9,False,True,"The claim states that drinking green tea daily increases lifespan by 'Ten Years'. While the retrieved evidence confirms that green tea is associated with longevity, reduced risk of cardiovascular disease, and is a component of 'Blue Zone' diets (e.g., [1] NPR, [4] Blue Zones, [3] Benzinger), none of the sources support the specific quantitative claim of a ten-year increase. Source [4] mentions an 'increased life span' in general terms but does not quantify it as ten years. Source [3] refers to a study by Dr. Shinichi Kuriyama that found green tea may 'prolong life' by reducing cardiovascular risk, but does not cite a ten-year figure. The specific number 'ten years' appears to be an exaggeration or fabrication not supported by the scientific literature cited in the evidence. Therefore, the "
ds2437,Misinformation,0.9,False,True,"The claim states that the image shows an 'animal food tray and cage' that is empty. However, the image clearly depicts a disc golf basket (a metal chain basket used in the sport of disc golf) with a tree in the background. The module signals correctly identify that the image is not relevant to the claim, noting that it shows a disc golf basket, not an animal food tray or cage. Since the subject matter of the image (disc golf equipment) is fundamentally different from the subject matter of the claim (animal husbandry items), the claim is factually incorrect regarding the visual content. The image does not support the headline; it depicts a completely unrelated object. Therefore, the pairing is misleading and constitutes misinformation."
ds1754,Not Misinformation,0.9,False,True,"The headline accurately describes the casting and subject of the 2013 film 'The Fifth Estate'. Multiple credible sources, including Wikipedia, IMDb, and The New York Times, confirm that Benedict Cumberbatch played the role of Julian Assange in this biographical thriller. The image signals indicate the visual is not AI-generated and aligns with the described context. Therefore, the claim is factually correct."
ds4278,Misinformation,0.9,False,True,"The headline claims that Russian mansions seized by the Obama administration were 'meant to be illegal gifts' to his daughters, Sasha and Malia. This is factually incorrect. Evidence [1] from PolitiFact explicitly labels the claim that Obama seized Russian mansions as gifts to his daughters as 'fake news'. The seized properties were Russian diplomatic compounds (embassies/retreats) in Maryland and New York, seized in December 2016 as a response to Russian election interference, not personal gifts to the Obama family. The modules correctly identified that the image is not relevant to the specific claim of 'illegal gifts', but the headline itself is a demonstrable falsehood based on the retrieved evidence. The seizure was of diplomatic property, not a personal gift to the daughters."
ds6954,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8) by the visual veracity module, depicting a surreal and unrelated scene of a man in a suit floating in space. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. Furthermore, the claim contains factual inaccuracies regarding Martin Hairer's current employment; he teaches at EPFL and Imperial College London, not the University of Warwick (where he previously held a position). The image is also irrelevant to the subject, as noted by the low relevancy score. The combination of an AI-generated, irrelevant image and factual errors in the headline confirms the misinformation label."
ds3303,Misinformation,0.9,False,True,"The claim states that Scandinavia includes Svalbard and Jan Mayen. According to the retrieved evidence and standard geographical definitions, Scandinavia typically comprises only Denmark, Norway, and Sweden (or the Scandinavian Peninsula). Svalbard and Jan Mayen are distinct territories of the Kingdom of Norway but are geographically and politically classified as part of the 'Nordic' region, not Scandinavia. Evidence [2] explicitly states 'Svalbard is part of the Nordic region... not part of geographical Norway or the Scandinavian region.' Similarly, Jan Mayen is a remote Arctic island, also part of the Nordic countries but not Scandinavia. Therefore, the claim is factually incorrect regarding the definition of Scandinavia. The image signals indicate the image is not AI-generated, but the "
ds7131,Not Misinformation,0.6,False,True,"The claim states that Karen O performed at the ceremony (the 86th Academy Awards) and wore specific fashion items. Evidence [1] and [3] confirm that Karen O performed at the 86th Annual Academy Awards, singing 'The Moon Song'. While the specific details about the dress designer (Camilla Staerk) and jeweler (Neil Lane) are not explicitly confirmed by the provided snippets, the core assertion of her performance is verified. The visual veracity signal indicates the image is not AI-generated. The lack of specific fashion evidence in the snippets prevents a 'high' confidence label, but there is no evidence contradicting the claim, and the performance fact is solid. Therefore, it is not misinformation."
