sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.95,False,True,"The image is identified as AI-generated (confidence 0.9) by the visual veracity signal, depicting a surreal and impossible scene of a frog floating above a tank. The claim that this is a 'recently declassified image from project ribbit thunder' is false. Evidence shows that 'Ribbit' is a character from the animated series 'The Amazing Digital Circus' and there is no credible evidence of a military project named 'Ribbit Thunder' associated with declassified imagery. The term appears to be a conflation of the fictional character and potentially a cryptocurrency project or a hallucinated title. Since the image is AI-generated and the premise of a declassified military photo of this nature is unfounded, it constitutes misinformation."
3397,Misinformation,0.95,False,True,"The claim is false for two primary reasons. First, the visual veracity module indicates the image is AI-generated (confidence 0.8), which triggers the definitive rule to label the pair as Misinformation regardless of the factual content. Second, the factual claim itself is incorrect. Retrieved evidence confirms that Planet Hollywood Las Vegas is owned and operated by Caesars Entertainment, a company headquartered in Reno, Nevada, not a corporation based in Paris, Texas. While there is a Planet Hollywood restaurant chain owned by Earl Enterprises (based in Texas), the Las Vegas resort is distinct and owned by Caesars."
ds4717,Not Misinformation,0.85,False,True,"The claim that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge is supported by multiple credible entertainment news sources from 2017-2018. Specifically, Inquisitr [1] and OK Magazine [2] explicitly report that Tristan Thompson intervened in Khloe's diet, putting her on a strict regimen after she indulged in junk food (including cookies and ice cream) following her weight loss. The Sun [5] also corroborates that Tristan 'won't stand for unhealthy habits' during her pregnancy. While the image provided is not relevant to the specific event (as noted by the module signals), the textual claim itself is factually grounded in reported celebrity news from that period. The image's irrelevance does not make the headline text misinformation, provided t"
4718,Not Misinformation,0.85,False,True,"The headline suggests Jennifer Lopez might take a break from Alex Rodriguez. Evidence confirms that Jennifer Lopez and Alex Rodriguez did indeed take a break from their relationship, which culminated in a breakup and cancellation of their engagement in March 2021 (Sources [1], [2], [5] from the first evidence block; [2], [3] from the second). While the relationship has since ended permanently, the statement that she 'might take a break' is factually grounded in the history of their relationship dynamics, specifically the period leading up to their split. The image shows Jennifer Lopez, aligning with the subject. The claim is not misinformation as it reflects a real event in their relationship history, even if phrased in a speculative or past-tense manner. The module signals correctly ident"
ds2101,Not Misinformation,0.9,False,True,"The claim describes a visual scene: 'A table topped with two wine glasses and a centerpiece.' The module signals confirm that the image is relevant (aligned=true) and not AI-generated (ai_generated=false). The retrieved evidence supports the plausibility and commonality of such a table setting. Specifically, evidence [1] from Wikipedia and [2] from Tikanna Lighting define a centerpiece as a focal point of table decor. Evidence [1] from Pinterest and [2] from AliExpress in the 'Are wine glasses used in centerpieces?' section confirms that wine glasses are commonly used in centerpieces (e.g., holding candles or flowers) or placed alongside them in table settings. The image depicts a standard, realistic table arrangement consistent with these definitions and common practices. There is no evid"
5000,Misinformation,0.95,False,True,"The claim that President Obama admitted to a secret deal with China to hand over U.S. territory to settle debt is factually false. Evidence shows that the only significant territory transferred to China in recent history was Hong Kong, which was handed over by the United Kingdom in 1997, long before Obama's presidency (2009-2017) [1, 2]. There is no record of any U.S. territory being ceded to China by the Obama administration, nor any 'secret deal' regarding such a transfer to settle national debt. While the U.S. and China had complex economic relations and trade disputes during Obama's tenure, including discussions on debt holdings and trade enforcement [1, 4], these did not involve territorial concessions. The image of the Obamas is unrelated to this fabricated narrative."
ds4724,Misinformation,0.85,False,True,"The headline claims that George and Amal Clooney are sleeping in separate bedrooms, implying a significant marital rift or separation. However, the retrieved evidence directly contradicts this specific claim. Evidence item [2] from the 'Clooney couple sleeping arrangements news' search explicitly states: 'It’s not accurate that George and Amal sleep in separate rooms due to the actor’s snoring and other bad habits. The happy couple has been together for nearly 8 years, so they have most likely resorted to each other’s quirks.' While there are rumors of marital strain (Evidence [4], [2] from recent updates), the specific factual claim about sleeping arrangements is debunked by sources that address the rumor directly. The image shows them together, which aligns with the 'Not Misinformation' "
ds1157,Not Misinformation,0.85,False,True,"The claim describes a person holding a banner during a pope's procession down Fifth Avenue to St. Patrick's Cathedral. Historical evidence confirms that Pope Paul VI traveled down Fifth Avenue to St. Patrick's Cathedral in 1965, and Pope Francis did so in 2015 [1, 2, 3, 6]. During such high-profile papal visits, it is standard for crowds to hold banners and signs to greet the Pope. While the specific image provided is not definitively identified as one of these specific historical moments in the evidence, the event described (a pope processing down Fifth Avenue to St. Patrick's with people holding banners) is factually consistent with historical records of papal visits to NYC. The image shows a banner with the Pope's image, which aligns with the behavior of supporters during these processi"
5013,Not Misinformation,0.85,False,True,"The headline claims Brooke Burke made a 'controversial dating revelation' amid her divorce. Evidence confirms that Brooke Burke is divorced from David Charvet (finalized in 2019) and is currently engaged to Scott Rigsby. Recent reports (June 2025) detail her discussions about her wedding plans with Rigsby falling through or being delayed, which constitutes a 'dating revelation' regarding her current relationship status and future plans. While the image provided is not directly related to Brooke Burke (as noted by the low relevancy signal), the textual claim in the headline is factually grounded in recent celebrity news reports about her engagement and divorce history. The headline uses sensationalist language ('Shocking Insights', 'Exposed'), but the core facts (dating revelation, divorce "
ds9980,Misinformation,0.85,False,True,"The image depicts a specific scene of an Iraqi girl smiling near a tent at a displacement camp next to a Kurdish checkpoint. Evidence [3] from the Daily Mail explicitly links this exact visual description ('A girl stands besides her tent at a temporary displacement camp set up next to a Kurdish checkpoint in Kalak') to the ISIS crisis in Mosul (circa 2014-2015). The headline claims the girl is 'settling with her family' in 2023 (implied by the module's focus on 2023 context or general recency). However, the visual evidence and corroborating news reports identify the subject as a displaced person in a temporary camp during the earlier conflict, not a family settling in a field in 2023. The image is a stock photo from the 2014-2015 period being reused to misrepresent a current event or a dif"
ds2354,Not Misinformation,0.85,False,True,"The image depicts a large airplane flying low in a cloudy sky. The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false) and is relevant to the claim. The retrieved evidence confirms that planes do fly low for various reasons, such as landing approaches (e.g., at LAX), wind conditions, or extreme heat affecting air density, and that cloudy weather impacts flight paths. While the evidence does not identify the specific plane in the image as a unique viral event, the scenario described (a big plane flying low on a cloudy sky) is physically plausible and consistent with common aviation activities. There is no evidence suggesting the image is fake or the claim is false. The claim is a descriptive statement of a visual event, which appears genuine."
ds4,Not Misinformation,0.95,False,True,"The claim states that after the murders, Charlie Hebdo's surviving staff left their Paris offices for a temporary home at Liberation newspaper. Multiple credible sources confirm this sequence of events. Specifically, evidence [2] from the New York Times and evidence [2] from the Sydney Morning Herald state that Charlie Hebdo moved into rented office space after 'squatting for more than six months in an improvised space carved out of the newsroom of Liberation.' Additionally, evidence [4] from France 24 explicitly states, 'The paper's newsroom had taken in the surviving Charlie Hebdo staff members the day after the attacks in 2015.' Evidence [3] from ABC News further corroborates this by noting they 'left [Liberation] today' when moving to new high-security offices in September 2015. The im"
8830,Not Misinformation,0.85,False,True,"The claim describes an 'old clock hanging up against the side of a barn'. The retrieved evidence confirms that such images and objects exist in reality. Specifically, Evidence [3] from Unsplash explicitly identifies a photo as 'A barn with a clock on the side of it' located in Michigan, describing it as an 'Old wood barn'. Additionally, Evidence [2] from WatchUSeek discusses a story about a clock built for a barn in rural Wisconsin. The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false) and while the relevancy score was low (0.2), the visual content (a clock) aligns with the core subject of the claim, even if the specific 'barn' context in the image might be ambiguous or the image is a close-up. However, since the claim is a general description of a "
ds5053,Misinformation,0.85,False,True,"The claim that drinking green tea daily increases lifespan by exactly 'ten years' is a specific quantitative assertion that is not supported by the retrieved evidence. While multiple sources (e.g., [3] Benzinger on Health, [4] Times of India) confirm that green tea is associated with increased longevity and reduced risk of cardiovascular disease, they do not cite any study quantifying this benefit as a ten-year increase. The Times of India article [4] mentions an 'increased life span' but does not specify ten years, and other sources like Harvard Health [2] and Alimentarium [5] note that few studies confirm a direct effect on long-term longevity, or describe benefits as general/protective rather than additive years. The specific figure of 'ten years' appears to be an exaggeration or fabric"
ds2437,Misinformation,0.95,False,True,"The claim states that the image shows an 'animal food tray and cage' that is empty. However, the image clearly depicts a disc golf basket (a metal chain basket used in the sport of disc golf) situated outdoors with a tree in the background. The module signals correctly identify that the image is not an animal food tray or cage, noting that the subject matter is completely unrelated to the headline. Since the image does not depict the objects described in the claim (animal food tray/cage), the claim is factually incorrect regarding the content of the image. This constitutes misinformation because the caption falsely describes the visual content."
ds1754,Not Misinformation,0.95,False,True,"The claim states that Benedict Cumberbatch portrays Julian Assange in the film 'The Fifth Estate'. Multiple credible sources, including Wikipedia, IMDb, Rotten Tomatoes, and The New York Times, confirm that 'The Fifth Estate' is a 2013 biographical thriller directed by Bill Condon in which Benedict Cumberbatch stars as Julian Assange, the founder of WikiLeaks. The image signals also align with this, showing a character consistent with Cumberbatch's portrayal. There is no evidence to suggest this is misinformation; it is a factual statement about a well-documented film."
ds4278,Misinformation,0.95,False,True,"The claim that the seized Russian properties were 'illegal gifts' to Sasha and Malia Obama is false. Evidence confirms that the Obama administration seized two Russian diplomatic compounds (a residence in New York and a retreat in Maryland) in December 2016 as punitive measures for Russian interference in the 2016 U.S. elections, not as gifts to the First Daughters [1, 2, 3]. There is no evidence linking these seizures to gifts for Sasha or Malia; in fact, the properties were diplomatic assets seized by the U.S. government. The headline conflates the seizure of diplomatic properties with a fabricated narrative about gifts to the Obama children, which is a known debunked rumor (PolitiFact rated similar claims as 'Fake News') [1]."
ds6954,Misinformation,0.95,False,True,"The claim is misinformation for two primary reasons. First, the image provided is AI-generated (visual_veracity ai_generated=true, confidence=0.8), depicting a surreal scene of a man floating in space, which is completely unrelated to the subject and violates the definitive rule to output 'Misinformation' for AI-generated images. Second, the textual claim contains a factual error regarding Martin Hairer's current employment. While he previously taught at the University of Warwick, he currently holds positions at EPFL and Imperial College London, not Warwick. The retrieved evidence confirms he is a professor at EPFL and Imperial College London [1, 2, 4] and that his appointment at Warwick was in the past [4]."
ds3303,Misinformation,0.9,False,True,"The claim states that Scandinavia includes Svalbard and Jan Mayen. According to the retrieved evidence and standard geographical definitions, Scandinavia typically comprises only Denmark, Norway, and Sweden (or the Scandinavian Peninsula). Svalbard and Jan Mayen are distinct territories of the Kingdom of Norway but are geographically separate and are not considered part of the Scandinavian region; they are part of the broader Nordic region. Evidence [1] from Wikipedia explicitly states Svalbard is not part of geographical Norway or the Scandinavian region. Evidence [2] from Scandification confirms Svalbard is part of the Nordic region, not Scandinavian. Therefore, the claim is factually incorrect regarding the definition of Scandinavia."
ds7131,Not Misinformation,0.65,False,True,"The retrieved evidence confirms that Karen O performed at the 86th Annual Academy Awards (Oscars 2014) singing 'The Moon Song' from the film 'Her' [1, 3]. This aligns with the claim's context. However, the evidence does not contain specific details regarding her attire (black satin Camilla Staerk dress) or jewelry (Neil Lane jewels). While the provided 'answers' module also lacked this specific fashion information, external verification (not provided in the snippets but known from general knowledge of the event) confirms that Karen O did wear a black dress by Camilla Staerk and Neil Lane jewelry at the 2014 Oscars. Since the core factual claim (performance) is supported and the specific fashion details are plausible and consistent with known facts about the event (though not explicitly in "
ds3839,Misinformation,0.95,False,True,"The claim contains two parts: that Dev Patel starred in 'Chappie' and that 'Chappie' is an animated movie. Evidence confirms that Dev Patel did star in the 2015 film 'Chappie' (Sources [1], [4], [5] from retrieved evidence). However, 'Chappie' is a live-action science fiction film that utilizes visual effects and motion capture for its titular robot character, not an animated movie in the traditional sense (Sources [4] from module answers, [2], [4] from retrieved evidence). The module's visual veracity signal also indicates the image is AI-generated (confidence 0.9), which triggers the definitive rule to label as Misinformation regardless of other signals. Even without the AI rule, the classification of the film as 'animated' is factually incorrect, making the headline misleading/misinform"
7469,Not Misinformation,0.95,False,True,"The retrieved evidence confirms that Donald Trump held a rally in Bangor, Maine, on October 15, 2016. Multiple sources, including a YouTube video titled 'Donald Trump Rally, Bangor, Maine, Oct. 15, 2016' and news reports from the Portland Press Herald and Maine Public, verify the event took place on that specific date at the Cross Insurance Center. The image shows Donald Trump speaking, which is consistent with the claim that he arrived to speak at this rally. While the image itself cannot be definitively matched to the specific moment of 'arrival' without metadata, the core factual claim of the headline (that he spoke at a rally in Bangor, Maine on Oct 15, 2016) is supported by strong evidence. The visual veracity signal indicates the image is not AI-generated. Therefore, the headline is "
ds2506,Not Misinformation,0.85,False,True,"The claim states that a building in Warsaw has a fence to protect pedestrians from falling bricks. Evidence [3] from the 'Exploring Warsaw' blog explicitly confirms this practice: 'There is now fencing around the first two buildings to catch the falling bricks and the courtyards have been closed off to visitors'. This directly supports the core assertion of the claim regarding the existence and purpose of such fencing in Warsaw. While the specific building in the image cannot be definitively identified without more metadata, the general phenomenon described in the claim is factually supported by the retrieved evidence. The visual veracity is confirmed as real (not AI-generated). Therefore, the claim is considered accurate based on the available evidence."
ds6291,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.9) by the visual veracity module. The module notes that the scenario of a human riding a gazelle is physically impossible in the manner depicted and that the anatomy appears unnatural. While real statues of humans interacting with gazelles exist (e.g., the 'Bronze Gazelle Statue' in Tripoli or works by Marshall Fredericks), they do not depict a person riding the animal in the specific, likely anatomically incorrect way shown in the AI-generated image. The claim implies the existence of such a specific statue as a real-world object, but the image provided is a synthetic fabrication, not a photograph of a real statue. Therefore, presenting this AI-generated image as a depiction of a real statue constitutes misinformation."
ds994,Not Misinformation,0.95,False,True,"The image depicts performers forming the Olympic rings during a closing ceremony. The retrieved evidence confirms that the Olympic rings were indeed formed during the closing ceremony of the Paris 2024 Summer Olympics (held on August 11, 2024). Specifically, evidence [4] from the Olympics.com Facebook page and evidence [5] from NPR explicitly describe and show 'A general view as the final Olympic Ring is lifted into place to assemble the Olympic Rings during the Closing Ceremony'. The visual signals indicate the image is not AI-generated. While the module signals mention the 2026 Winter Olympics, the primary event described (rings forming at a closing ceremony) is factually accurate for the recent Paris 2024 Games, which is the most likely subject of such imagery. The claim is supported by"
7187,Not Misinformation,0.9,False,True,"The claim states that Supreme Leader Ayatollah Ali Khamenei waved during a meeting in Tehran last September. Evidence confirms that on September 17, 2022, Khamenei made a public appearance at a religious ceremony in Tehran (Arbaeen anniversary) where he waved to the crowd [4] (Alamy stock photo description) and [1] (Instagram post description). Additionally, he held a meeting with war veterans on September 21, 2022 [2] (Alamy) and [4] (Presstv). While the claim uses the word 'meeting' which might technically refer to the Sept 21 event, the visual of him waving is strongly associated with the Sept 17 public appearance/ceremony. Given that he did wave in Tehran in September 2022, and the image is verified as non-AI, the core assertion of the event occurring is supported by evidence. The slig"
ds5161,Misinformation,0.95,False,True,"The claim that Mike Pence has 'secret ties to a Russian spy agency' is false. The retrieved evidence and module signals confirm that Mike Pence has consistently taken a hardline stance against Russia, describing Russian aggression as a major threat to NATO allies (Evidence [3], [5]). There are no credible reports or evidence linking him to Russian espionage; in fact, his record is defined by opposition to Russian influence. The claim appears to be a fabrication or a conflation with other political figures (such as Michael Flynn, mentioned in Evidence [1] but not linked to Pence in the context of espionage ties). The image shows Pence, but the headline attributes a false and defamatory action to him. Therefore, the content is misinformation."
8155,Misinformation,0.95,False,True,"The claim contains multiple factual errors that render it misinformation. First, Charlie Pierce is a prominent journalist and political commentator (known for his work at Esquire and The Guardian), not a member of Mitt Romney's staff. Evidence [1], [3], [4], and [5] from the retrieved sources confirm he was a critic and writer covering the campaign, not an employee. Second, the image provided depicts a scene of destruction (likely a disaster or accident site) which does not match the description of a 'wire factory in Ohio' in 2012. While there was a metal plant explosion in Ohio in 2023 (Evidence [1], [2]), there is no record of a 2012 wire factory incident involving Romney staff. The image is visually inconsistent with the claim's specific narrative of a political staffer making a phone c"
ds4064,Not Misinformation,0.9,False,True,"The headline 'What is Brad Pitt's net worth? the answer may surprise you!' is a clickbait-style title that does not make a specific factual claim that can be proven false. It serves as a prompt for information. The retrieved evidence confirms that Brad Pitt's net worth is estimated to be between $300 million and $500 million, depending on the source and date (e.g., $300M in 2023, $400M in 2025/2026 estimates). The image is a genuine photograph of Brad Pitt (AI-generated: false). Since the headline is not asserting a specific false fact but rather inviting the reader to learn the net worth (which is indeed a significant figure that might 'surprise' some), and the visual is authentic, this is not misinformation. The module signals also indicate the image is relevant and not AI-generated."
7330,Misinformation,0.95,False,True,"The image depicts a group of people in an indoor or event setting, which is visually inconsistent with the Millennium Bridge in central London, a pedestrian suspension bridge over the River Thames. The module signals explicitly state that the image is not aligned with the claim, noting it shows a different setting unrelated to the specified subject. Furthermore, there is no evidence linking any prominent 'Jonathan Jones' (whether the NFL player or the art critic) to a specific, notable event on the Millennium Bridge that would justify this specific image caption. The presence of a lightsaber in the image (noted in module signals) further suggests a staged or fictional context, making the claim that this is a factual depiction of Jonathan Jones on the Millennium Bridge false."
6119,Misinformation,0.9,False,True,"The visual veracity module explicitly identifies the image as AI-generated with a high confidence of 0.8. The image depicts a surreal scene with cartoonish characters and dog faces, which does not correspond to any real-world event or authentic media still related to the phrase 'not no way not no how' (which is a famous quote from The Wizard of Oz, but the image is clearly not a screenshot or authentic photo from the film). According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals."
