sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.9,False,True,"The visual veracity signal indicates with high confidence (0.9) that the image is AI-generated, depicting a surreal and impossible scenario of a frog floating above a tank. According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Furthermore, the retrieved evidence confirms that 'Project Ribbit Thunder' is not a real military project; 'Ribbit' is a character from the animated series 'The Amazing Digital Circus' or a cryptocurrency token, and there are no records of a declassified military project by this name. The image is clearly a fabricated, humorous creation unrelated to any actual military declassification."
3397,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8). According to the definitive rule provided, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Additionally, the claim that Planet Hollywood Las Vegas is owned by a corporation based in Paris, Texas, is factually incorrect; evidence confirms it is owned and operated by Caesars Entertainment, which is based in Nevada, not Paris, Texas."
ds4717,Not Misinformation,0.6,False,True,"The claim that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge is supported by multiple tabloid sources (e.g., Inquisitr, OK Magazine, The Sun) which reported that Thompson intervened in her diet during her pregnancy with their child, Tatum. While the word 'forced' is strong and likely reflects media sensationalism of his 'intervention' or 'strict' rules, the core event (Thompson enforcing dietary restrictions due to her cravings/binges) is a reported fact in celebrity news. The image signals indicate the image is not AI-generated, but also not directly relevant/aligned (likely a generic stock photo or unrelated image). However, since the image is not AI-generated, the definitive rule for 'Misinformation' based on AI generation does not apply"
4718,Not Misinformation,0.9,False,True,"The headline claims Jennifer Lopez might take a break from Alex Rodriguez. The retrieved evidence confirms that Jennifer Lopez and Alex Rodriguez did indeed take a break from their relationship, which led to their breakup and the cancellation of their engagement in March 2021. While the relationship has since ended permanently, the statement that she 'might take a break' is factually grounded in the historical reality of their relationship dynamics (they did take a break). The image is identified as a genuine photograph (AI-generated=false). The module signals also confirm that JLo and A-Rod took a break. Therefore, the claim is supported by evidence and is not misinformation."
ds2101,Not Misinformation,0.9,False,True,The image is verified as not AI-generated (visual_veracity.ai_generated=false). The image content (a table with two wine glasses and a centerpiece) aligns perfectly with the claim. The retrieved evidence confirms that such table settings are common and that centerpieces and wine glasses are standard elements of dining decor. There is no evidence of deception or factual inaccuracy.
5000,Misinformation,0.9,False,True,"The claim that President Obama admitted to a secret deal with China to hand over U.S. territory to settle debt is factually false. The retrieved evidence shows that while the Obama administration engaged in diplomatic relations and trade enforcement with China, there is no record of any such secret deal. Furthermore, the evidence clarifies that Hong Kong was handed over to China by Britain in 1997, long before Obama took office, and not by the U.S. as part of a debt settlement. The image provided is a generic photo of the Obamas and does not depict any such event, and the module signals correctly identify the lack of alignment. The claim relies on a complete fabrication of events and misattribution of historical facts."
ds4724,Not Misinformation,0.9,False,True,"The headline claims that George and Amal Clooney are sleeping in separate bedrooms. The retrieved evidence directly addresses this specific claim. Source [2] under the 'sleeping arrangements' section explicitly states: 'It’s not accurate that George and Amal sleep in separate rooms due to the actor’s snoring and other bad habits. The happy couple has been together for nearly 8 years, so they have most likely resorted to each other’s quirks.' Additionally, other sources describe them as a 'power couple' with 'mutual admiration' and 'public displays of affection' (Source [7], [8]), and while there are rumors of separation or strain (Sources [2], [4], [9]), these are generally debunked or contextualized as speculation rather than fact. The image shows them together, which is consistent with t"
ds1157,Not Misinformation,0.9,False,True,"The claim states that a person holds a banner during the pope's procession down Fifth Avenue to St. Patrick's Cathedral. Evidence confirms that Pope Francis traveled down Fifth Avenue in a popemobile to St. Patrick's Cathedral on September 24, 2015, and that Pope Paul VI also traveled down Fifth Avenue to the Cathedral in 1965. While the specific detail of a 'person holding a banner' is not explicitly detailed in the provided snippets for the NYC visits (which focus on the motorcade and crowds), it is a highly plausible and common occurrence during such high-profile papal processions (evidenced by banners being held in other papal visits like East Timor and Pompei). The image is verified as real (not AI-generated). The core event (Pope procession down Fifth Avenue to St. Patrick's) is fact"
5013,Not Misinformation,0.9,False,True,"The image is verified as a genuine photograph (AI-generated=false) and depicts two individuals on a stage, consistent with Brooke Burke's career as a television host (e.g., Dancing with the Stars). While the module signals indicate low relevancy (0.2) because the image does not explicitly depict a 'dating revelation' or 'divorce' event, the image is not fabricated or misleading in a way that constitutes misinformation. The headline uses sensationalist language ('Shocking Insights', 'Exposed') typical of celebrity gossip, but the core subject (Brooke Burke's relationship status) is factually grounded in recent news (her divorce from David Charvet and engagement to Scott Rigsby). Since the image is real and the subject matter is relevant to the celebrity named, and there is no evidence of AI"
ds9980,Not Misinformation,0.9,False,True,"The image depicts an Iraqi girl and her family at a Kurdish checkpoint, which aligns with extensive historical news coverage of the 2014 ISIS offensive in northern Iraq. Multiple evidence items (e.g., [3], [8], [9], [10]) confirm that Iraqi families, including children, were fleeing Mosul and Tal Afar to Kurdish-controlled areas (such as Aski Kalak/Khazer) near checkpoints. The visual elements (girl, family, field, checkpoint context) are consistent with real news photography from this period. The module's 'visual_veracity' signal correctly identifies the image as not AI-generated. Although the claim does not specify a date, the scenario described is factually grounded in well-documented events, and there is no evidence suggesting the image is fake or mislabeled in a way that constitutes m"
ds2354,Not Misinformation,0.9,False,True,"The image depicts a large airplane flying low in a cloudy sky. The visual veracity signal indicates the image is not AI-generated (confidence 0.0 for AI generation, implying high confidence it is real). The retrieved evidence supports the plausibility of the scene: multiple sources confirm that planes frequently fly low due to factors such as weather conditions (clouds, wind), landing approaches, or specific aircraft types (like the C-17 mentioned in evidence [7]). While the claim is generic and doesn't specify a unique event, the image is a realistic depiction of a common aviation occurrence, and there is no evidence suggesting the image is fabricated or misleading in a way that constitutes misinformation. The module's alignment and visual checks support the authenticity of the content."
ds4,Not Misinformation,0.9,False,True,"The claim states that after the murders, Charlie Hebdo's surviving staff left their Paris offices for a temporary home at Liberation newspaper. Evidence from multiple sources confirms this. Specifically, source [6] from WCBU (Jan 13, 2015) states, 'Charlie Hebdo has moved from its location that was attacked and is operating in the offices of the newspaper Liberation.' Source [2] from the New York Times (Oct 2015) and Source [3] from ABC News (Sep 2015) further corroborate that the staff 'squatted' or stayed in an improvised space within the Liberation newsroom for over six months before moving to new rented offices. The image provided is identified as a memorial site, which is consistent with the aftermath of the attacks, and is not AI-generated. Therefore, the core factual claim regarding"
8830,Not Misinformation,0.9,False,True,"The image depicts a clock, and the claim states it is an old clock hanging against the side of a barn. The retrieved evidence confirms that such images exist and are real-world photographs (e.g., Unsplash photo [3] explicitly titled 'A barn with a clock on the side of it'). The module signals indicate the image is not AI-generated (visual_veracity ai_generated=false) and while the specific context of the barn might be missing or ambiguous in the cropped view, the object (clock) and the potential setting (barn) are consistent with real-world occurrences. There is no evidence suggesting the image is fabricated or misleading in a way that constitutes misinformation, as barn clocks are a known decorative and functional item. The low relevancy score in the module likely stems from the image not"
