sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.9) by the visual veracity module, depicting a surreal and impossible scene of a frog floating above a tank. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. Furthermore, the claim references 'Project Ribbit Thunder' as a recently declassified military image. Evidence indicates that 'Ribbit' is a character from the animated series 'The Amazing Digital Circus' and there is no credible evidence of a military project by this name being declassified. The term appears to be a conflation of pop culture references and potentially cryptocurrency projects, lacking any basis in actual military declassification records. The combination of an AI-generated image a"
3397,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8). According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Additionally, the claim that Planet Hollywood Las Vegas is owned by a corporation based in Paris, Texas is factually incorrect. Evidence confirms that Planet Hollywood Las Vegas is owned and operated by Caesars Entertainment, a company based in Nevada, not a Texas corporation. The image itself, being AI-generated, likely contains visual anomalies or fabricated details that do not correspond to reality, further supporting the misinformation label."
ds4717,Not Misinformation,0.6,False,True,"The claim that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge is supported by multiple entertainment news sources from the time of her pregnancy (2018). Evidence [1] from Inquisitr and Evidence [2] from OK Magazine explicitly state that Tristan Thompson put Khloe on a pregnancy diet after she indulged in junk food. While the image provided is not relevant to the specific event (as noted by the module signals), the textual claim itself is grounded in reported celebrity news from that period. The 'forced' aspect is a common tabloid framing of the reported dynamic where Tristan was reportedly controlling her diet. Since the core assertion is supported by evidence, and the image is not AI-generated, the label is Not Misinformation, though confid"
4718,Not Misinformation,0.9,False,True,"The headline claims Jennifer Lopez might take a break from Alex Rodriguez. Evidence confirms that Jennifer Lopez and Alex Rodriguez did indeed take a break from their relationship, which led to their breakup and the cancellation of their engagement in March 2021 (Evidence [2], [3]). Furthermore, recent reports indicate that Rodriguez reached out to Lopez after his latest breakup, suggesting ongoing interaction or a potential reconciliation phase, which aligns with the 'break' or 're-evaluation' narrative implied by the headline (Evidence Q3-1, Q3-3). The image is a genuine photograph of J.Lo (visual_veracity: false for AI), and the subject matter is factually grounded in their well-documented relationship history and recent news. The headline is a sensationalized but truthful summary of th"
ds2101,Not Misinformation,0.9,False,True,"The image depicts a table setting with wine glasses and a centerpiece, which aligns perfectly with the claim. The module signals confirm that the image is not AI-generated (ai_generated=false) and is relevant to the headline. The retrieved evidence supports the general concept of table centerpieces and wine glass settings, confirming that such arrangements are common and well-documented in home decor contexts. There is no evidence of deception, fabrication, or misleading context. The claim is a straightforward description of the visual content."
5000,Misinformation,0.9,False,True,"The claim that President Obama admitted to a secret deal with China to hand over U.S. territory to settle debt is factually false. The retrieved evidence confirms that while the Obama administration engaged in diplomatic relations and trade discussions with China (e.g., the 2014 state visit [1], [3]), there is no record of any agreement to cede U.S. territory. The only U.S. territory transferred to China was Hong Kong, which was handed over by the United Kingdom in 1997, long before Obama took office [1], [2] in the second evidence set. Furthermore, while there were tensions regarding U.S. debt held by China and specific deals like the 2013 Sarbanes-Oxley audit agreement [3] in the third evidence set, none involved the transfer of sovereign U.S. territory. The image of the Obamas is unrela"
ds4724,Not Misinformation,0.6,False,True,"The claim that George and Amal Clooney are sleeping in separate bedrooms is a specific detail about their private lives that cannot be visually verified from a photograph of them together in a vehicle. The image shows the couple together, which contradicts the idea of a separation, but does not confirm or deny sleeping arrangements. The retrieved evidence indicates that while there are rumors and speculation about their relationship (including divorce rumors and reports of separate travel), there is no definitive factual confirmation that they sleep in separate rooms. In fact, one evidence snippet explicitly states that the notion of them sleeping separately due to snoring is 'not accurate' and that they have adapted to each other's quirks. However, other snippets mention 'separation' in t"
ds1157,Not Misinformation,0.9,False,True,"The claim describes a person holding a banner during a pope's procession down Fifth Avenue to St. Patrick's Cathedral. Historical evidence confirms that Pope Paul VI traveled down Fifth Avenue to St. Patrick's Cathedral in 1965, and Pope Francis did so in 2015. During such high-profile papal visits, it is standard for crowds to hold banners and signs. The retrieved evidence supports the occurrence of the procession on Fifth Avenue to the Cathedral (Sources [1], [2] from Q1; [1], [2] from Q7). While the specific image cannot be definitively linked to a specific individual without metadata, the event described is factually grounded in historical reality. The module signals indicate the image is not AI-generated (visual_veracity ai_generated=false), and the relevance is partial because the im"
5013,Misinformation,0.9,False,True,"The headline claims a 'Controversial Dating Revelation' regarding Brooke Burke's divorce that sparks speculation. However, the retrieved evidence indicates that Brooke Burke is currently engaged to Scott Rigsby and has recently discussed wedding plans (which were delayed), rather than revealing new controversial dating news amid an active divorce. Furthermore, the module signals explicitly state that the image is not aligned with the headline (relevancy: false, confidence 0.2), showing two individuals on a stage that do not depict Brooke Burke or the specific event described. The image appears to be a generic stock photo or unrelated clip used to mislead viewers into believing it depicts the subject of the clickbait headline. Since the image does not support the claim and the claim itself "
ds9980,Not Misinformation,0.6,False,True,"The image depicts a scene consistent with the humanitarian crises in northern Iraq, specifically involving displaced families fleeing conflict zones (such as Mosul) and seeking refuge at Kurdish checkpoints. Evidence [3] from the first query explicitly mentions a 'girl stands besides her tent at a temporary displacement camp set up next to a Kurdish checkpoint in Kalak' during the ISIS conflict in Mosul. Evidence [1] and [2] from the third query describe Iraqi families fleeing Mosul and crossing into Kurdish-controlled areas (like the Khazer area) near checkpoints. While the specific date of the image is not provided, the visual content (a girl in a field near a checkpoint context) aligns with documented events of Iraqi displacement. The module's visual veracity signal indicates the image "
ds2354,Not Misinformation,0.9,False,True,"The image depicts a large airplane flying low in a cloudy sky. The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false) and is relevant to the claim. The retrieved evidence supports the plausibility of the scene: planes do fly low due to various factors such as landing approaches, weather conditions (clouds affecting flight paths), and heat (which can limit climb performance). While the evidence does not confirm a specific viral event matching this exact image, the claim describes a physically possible and common aviation scenario (planes flying low, often near airports or due to weather). There is no evidence suggesting the image is fake or the event is impossible. The 'answers' module confirms that planes fly low and that cloudy skies impact flight p"
ds4,Not Misinformation,0.9,False,True,"The claim states that after the murders, Charlie Hebdo's surviving staff left their Paris offices for a temporary home at Liberation newspaper. The retrieved evidence confirms this sequence of events. Specifically, evidence [2] from the New York Times and [2] from the Sydney Morning Herald state that Charlie Hebdo moved into rented office space after 'squatting for more than six months in an improvised space carved out of the newsroom of Liberation.' Additionally, evidence [3] from ABC News explicitly quotes a source saying, 'They left [Liberation] today,' confirming that Liberation served as their temporary base before they moved to a new high-security location in September 2015. The image provided is a memorial scene, which is contextually relevant to the aftermath of the attacks, though"
8830,Not Misinformation,0.6,False,True,"The claim states that the image shows an old clock hanging against the side of a barn. The retrieved evidence confirms that such images exist and are real-world photographs. Specifically, Evidence [3] from Unsplash explicitly describes a photo titled 'A barn with a clock on the side of it' located in Michigan, which matches the visual description in the claim. The module's visual veracity signal indicates the image is not AI-generated (ai_generated=false), and while the relevancy signal was low (0.2), this appears to be a conservative estimate due to the lack of specific metadata in the prompt's context rather than a contradiction. Since the image depicts a real object (a clock) in a context (barn) that is documented as existing in reality (as per the Unsplash source), and there is no evid"
ds5053,Misinformation,0.9,False,True,"The claim states that drinking green tea daily increases lifespan by 'Ten Years'. While the retrieved evidence confirms that green tea is associated with longevity and reduced risk of cardiovascular disease (e.g., [3] from Benzinger on Health, [1] from NPR regarding Blue Zones), none of the sources support the specific quantitative claim of a ten-year increase. The study by Dr. Shinichi Kuriyama mentioned in evidence [3] found a correlation with reduced mortality risk but did not quantify the gain as ten years. Such specific, large numerical claims are often exaggerations or misinterpretations of relative risk reductions found in observational studies. Without evidence supporting the specific 'ten years' figure, the headline is misleading and constitutes misinformation."
ds2437,Misinformation,0.9,False,True,"The claim states that the image shows an 'animal food tray and cage' that is empty. However, the image clearly depicts a disc golf basket (a metal chain basket used in the sport of disc golf) with a tree in the background. The module signals correctly identify that the image is not relevant to the claim, noting that it shows a disc golf basket, not an animal food tray or cage. Since the subject matter of the image (disc golf equipment) is fundamentally different from the subject matter of the claim (animal husbandry items), the claim is a misrepresentation of the visual content. This constitutes misinformation because the text describes objects that are not present in the image. The evidence retrieved discusses actual animal food trays and cages, further highlighting the disconnect between"
ds1754,Not Misinformation,0.9,False,True,"The headline states that Benedict Cumberbatch plays Julian Assange in the film 'The Fifth Estate'. This is a factual statement confirmed by multiple reliable sources. Evidence [1] from Wikipedia explicitly states that 'The Fifth Estate' is a 2013 biographical thriller film that 'stars Benedict Cumberbatch as its editor-in-chief and founder Julian Assange'. Additional evidence from IMDb and Rotten Tomatoes corroborates this casting. The image signals indicate the image is not AI-generated and is relevant to the claim. Therefore, the claim is accurate and not misinformation."
ds4278,Misinformation,0.9,False,True,"The headline claims that Russian mansions seized by Obama were 'meant to be illegal gifts' to his daughters, Sasha and Malia. While it is true that the Obama administration seized two Russian diplomatic compounds in 2016 (as confirmed by evidence [1] and [3] in the first Q&A block), there is absolutely no evidence to support the claim that these properties were intended as gifts to the Obama daughters. The seized properties were diplomatic compounds used by Russian diplomats for recreation and residence, not personal gifts. The claim that they were 'illegal gifts' to Sasha and Malia is a fabricated narrative with no basis in fact, as confirmed by the module signals and evidence which state there is no evidence of such gifts. The image provided (a person) is irrelevant to the specific claim"
ds6954,Misinformation,0.9,False,True,"The image is identified as AI-generated with high confidence (0.8) by the visual veracity module. The image depicts a surreal scene of a man in a suit floating in space, which bears no resemblance to Prof. Martin Hairer or any realistic depiction of him. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. Additionally, the claim contains factual inaccuracies: while Martin Hairer is an Austrian mathematician, he teaches at EPFL and Imperial College London, not the University of Warwick. The image is completely irrelevant to the subject, further supporting the misinformation label."
ds3303,Misinformation,0.9,False,True,"The claim states that Scandinavia includes Svalbard and Jan Mayen. According to the retrieved evidence and standard geographical definitions, Scandinavia typically comprises only Denmark, Norway, and Sweden (or the Scandinavian Peninsula). Svalbard and Jan Mayen are part of the Kingdom of Norway but are geographically distinct and are classified as part of the broader 'Nordic' region, not Scandinavia. Specifically, evidence [2] from scandification.com explicitly states 'Svalbard is part of the Nordic region... [not] Scandinavian'. Similarly, Wikipedia [1] and [2] distinguish between the cultural/linguistic group of Scandinavia and the political/administrative Nordic countries. Therefore, the claim is factually incorrect based on standard definitions."
ds7131,Not Misinformation,0.6,False,True,"The claim states that Karen O performed at the ceremony (the 86th Academy Awards) and wore specific fashion items. Evidence [1] and [3] from the retrieved set confirm that Karen O did indeed perform at the 2014 Oscars, singing 'The Moon Song'. While the specific details regarding the designer of her dress (Camilla Staerk) and the jeweler (Neil Lane) are not explicitly confirmed by the provided text snippets, the core factual assertion of her performance is verified. The visual veracity signal indicates the image is not AI-generated. The lack of specific evidence for the fashion details prevents a 'high' confidence label, but there is no evidence contradicting the claim, and the primary event (performance) is true. Therefore, it is classified as Not Misinformation, with medium confidence du"
ds3839,Misinformation,0.9,False,True,"The claim contains two factual errors. First, while Dev Patel did star in the movie 'Chappie' (2015), the movie is not an animated film; it is a live-action science fiction film that uses visual effects and motion capture for the titular robot character. Second, and more critically, the provided image is identified as AI-generated (visual_veracity ai_generated=true, confidence=0.9). According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. The image does not depict a scene from 'Chappie' nor does it accurately represent the film's style or cast, further supporting the misinformation label."
7469,Not Misinformation,0.9,False,True,"The claim states that Donald Trump arrived to speak at a rally in Bangor, Maine on October 15, 2016. The retrieved evidence confirms this event took place. Specifically, evidence [2] from the YouTube search results and evidence [3] from the Press Herald explicitly document a Donald Trump rally in Bangor, Maine, on October 15, 2016, at the Cross Insurance Center. The Press Herald article, dated October 15, 2016, describes the event where Trump criticized Hillary Clinton and discussed manufacturing. The module signals indicate the image is not AI-generated and is partially aligned (showing Trump speaking). Given the strong factual confirmation of the specific date, location, and event in the evidence, the headline is accurate."
ds2506,Not Misinformation,0.9,False,True,"The claim states that a building in Warsaw has a fence to protect pedestrians from falling bricks. Evidence [3] from the 'Exploring Warsaw' blog explicitly confirms this practice, stating: 'There is now fencing around the first two buildings to catch the falling bricks and the courtyards have been closed off to visitors'. This directly supports the core assertion of the claim. While other evidence snippets discuss falling bricks in other locations (Edmonton, Bath, London) or historical ruins, the specific evidence regarding Warsaw confirms the existence of such safety measures. The image is verified as real (not AI-generated). Therefore, the claim is supported by evidence."
ds6291,Misinformation,0.9,False,True,"The image is identified as AI-generated (visual_veracity.ai_generated=true, confidence=0.9). The module explanation notes that the anatomy is unnatural and the scenario (human riding a gazelle) is impossible in reality, suggesting manipulation. While there are real statues of humans interacting with gazelles (e.g., the 'Bronze Gazelle Statue' of a girl holding horns, or the Hittite relief of a man with a gazelle on his shoulders), the specific image provided is a synthetic creation, not a photograph of a real-world object. Therefore, presenting it as a factual depiction of a statue is misleading."
ds994,Not Misinformation,0.9,False,True,"The image depicts performers forming the Olympic rings during a closing ceremony. The retrieved evidence confirms that the Olympic rings were indeed featured and formed during the closing ceremony of the Paris 2024 Summer Olympics (Source [1] from Q4, Source [3] from Q1). Specifically, Source [1] from Q4 describes a 'general view as the final Olympic Ring is lifted into place to assemble the Olympic Rings during the Closing Ceremony'. The module signals indicate the image is not AI-generated and is aligned with the claim. Although there is a conflicting snippet (Source [2] from Q4) mentioning a 'gaffe' where a ring failed to open at the 2022 Winter Olympics, the visual evidence and the specific description of the Paris 2024 ceremony (where rings were successfully assembled) support the cla"
7187,Not Misinformation,0.9,False,True,"The claim states that Supreme Leader Ayatollah Ali Khamenei waved during a meeting in Tehran last September. Based on the retrieved evidence, Ayatollah Khamenei made a public appearance in Tehran on September 17, 2022, at a religious ceremony (Arbaeen anniversary) where he addressed university students and mourners. Reports confirm he waved to the crowd during this event (Evidence [3] from Al Arabiya mentions he waved to the crowd on Sept 18/17 context, and Evidence [1] from Instagram explicitly states 'Photo 7: Iranian supreme leader Ayatollah Ali Khamenei waves to the crowd on 18 September in Tehran'). Additionally, he held a meeting with war veterans on September 21, 2022 (Evidence [2] from Alamy). The image signals indicate the photo is not AI-generated and partially aligns with a meet"
ds5161,Misinformation,0.9,False,True,"The headline claims that Mike Pence has 'secret ties to a Russian spy agency.' The retrieved evidence directly contradicts this claim. Evidence [3] from Novinite shows Pence explicitly stating that 'Russian Aggression' is the greatest threat to Baltic states and pledging support for NATO allies, which is a stance of opposition to Russia, not collaboration. Furthermore, the module signals and evidence regarding 'Pence espionage allegations' indicate that such allegations in recent years (2023) primarily involve other individuals and countries (e.g., China/UK), with no credible reports linking Pence to Russian espionage. The claim is a fabricated narrative inconsistent with Pence's public record and available news reports."
8155,Misinformation,0.9,False,True,"The claim asserts that Charlie Pierce was a member of Mitt Romney's staff and depicts him making a phone call in a wire factory in Ohio in 2012. Evidence [1] and [3] from the retrieved sources clearly identify Charles P. Pierce as a journalist and critic for Esquire and other publications who wrote about Romney, not as a staff member. Furthermore, the image provided (described in module signals as a disaster scene with destruction) does not match the specific context of a wire factory phone call, and the module signals indicate low relevancy (0.0). The combination of a false biographical claim (Pierce as staff) and a mismatched or fabricated visual context constitutes misinformation."
