sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.9,False,True,"The image is identified as AI-generated (confidence 0.9) by the visual veracity module, depicting a surreal and impossible scenario of a frog floating above a tank. According to the definitive rule, if the image is AI-generated, the output must be Misinformation regardless of other signals. Furthermore, the claim references 'Project Ribbit Thunder' as a recently declassified military image. Evidence indicates that 'Ribbit' is a character from the animated series 'The Amazing Digital Circus' and there is no credible evidence of a military project by this name being declassified. The image is clearly a fabricated, humorous creation unrelated to any real military intelligence."
3397,Misinformation,0.9,False,True,"The primary rule for this judgment is that if the image is AI-generated with high confidence, the output must be 'Misinformation'. The module signals indicate that the image is AI-generated with a confidence of 0.8. Additionally, the claim that Planet Hollywood Las Vegas is owned by a corporation based in Paris, Texas is factually incorrect; evidence confirms it is owned and operated by Caesars Entertainment, which is based in Nevada. The image being AI-generated further invalidates the visual representation of the claim, regardless of the factual error in the text."
ds4717,Not Misinformation,0.9,False,True,"The claim that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge is supported by multiple news sources retrieved in the evidence. Specifically, Inquisitr and OK Magazine articles from the time of her pregnancy (2018) explicitly state that Tristan Thompson put Khloe on a strict diet after she indulged in junk food (including cookies and ice cream) following her weight loss. While the module signals for image relevance were low (likely due to a mismatched or generic image), the textual claim itself is factually grounded in reported celebrity news from that period. The visual veracity module indicated the image was not AI-generated, and although the image content might not perfectly depict the specific 'binge' moment, the headline's core assertion"
4718,Not Misinformation,0.9,False,True,"The headline claims Jennifer Lopez might take a break from Alex Rodriguez. Evidence confirms that Jennifer Lopez and Alex Rodriguez did indeed take a break and subsequently broke up in March 2021, ending their engagement. While the relationship is now in the past, the claim that she 'might take a break' (interpreted as a report on the status or a past event being highlighted) is factually grounded in the reality of their relationship history. The image is a genuine photograph (AI-generated: false), and the module signals confirm the breakup. The headline is sensationalized but not false regarding the core subject matter of their relationship status changes."
ds2101,Not Misinformation,0.9,False,True,"The image is verified as not AI-generated (ai_generated=false, confidence=0.0). The visual content clearly depicts a table setting with two wine glasses and a centerpiece, which directly aligns with the claim. The retrieved evidence supports the definitions and common usage of these items in table decor, confirming the plausibility and accuracy of the description. There are no contradictions between the image, the claim, or the evidence."
5000,Misinformation,0.9,False,True,"The claim that Obama admitted to a secret deal to hand over U.S. territory to China to settle debt is false. First, the image is not AI-generated (visual_veracity ai_generated=false), so the definitive rule for AI images does not apply, but the content is still false. Second, the evidence contradicts the claim: there is no record of any U.S. territory being handed over to China by the Obama administration. Hong Kong was returned to China by the UK in 1997, long before Obama's presidency. Third, while the U.S. and China had complex economic relations and debt holdings, there is no evidence of a 'secret deal' involving territorial exchange for debt settlement. The module signals correctly identify that the image does not depict such an event and that the specific claim of a debt settlement i"
ds4724,Not Misinformation,0.9,False,True,"The claim that George and Amal Clooney are sleeping in separate bedrooms is a specific detail about their private lives that cannot be visually verified by a photograph of them together. The module signals correctly identify the image as real (not AI-generated) and note that the image does not confirm the specific claim. The retrieved evidence indicates that while there are divorce rumors and speculation about their relationship status, the specific claim about separate bedrooms is often cited as a myth or misunderstanding (Evidence [2] under 'Clooney couple sleeping arrangements news' explicitly states it is 'not accurate'). However, since the image itself is a genuine photo of the couple and does not depict a fabricated scene or use AI to create a false narrative, and the headline repres"
ds1157,Not Misinformation,0.9,False,True,"The claim states that a person holds a banner during the pope's procession down Fifth Avenue to St Patrick's Cathedral. Evidence confirms that Pope Francis traveled down Fifth Avenue to St. Patrick's Cathedral on September 24, 2015, and that Pope Paul VI also traveled down Fifth Avenue to the cathedral in 1965, where 55,000 people lined the street. While the specific image shows a banner (likely a flag or sign) and the module signals are partially aligned, the core factual assertion of a papal procession down Fifth Avenue to St. Patrick's Cathedral is historically accurate. The presence of people holding banners or signs during such high-profile public processions is consistent with the described events and the visual evidence of a banner being held. The image is verified as not AI-generat"
5013,Not Misinformation,0.9,False,True,"The headline uses sensationalist language ('Controversial', 'Shocking', 'Exposed') typical of clickbait, but the core subject matter—Brooke Burke's dating life and divorce—is factually grounded in reality. Evidence confirms Brooke Burke is engaged to Scott Rigsby (with recent news about wedding date delays) and previously divorced David Charvet after seven years. The image shows two individuals on a stage, which the module correctly identifies as not depicting Brooke Burke or the specific events mentioned. However, since the image is verified as real (not AI-generated) and the headline refers to real people and real events (even if the image is unrelated/stock), this does not meet the criteria for 'Misinformation' under the definitive rule requiring AI generation. It is a case of misleadin"
ds9980,Not Misinformation,0.9,False,True,"The image depicts a scene consistent with the claim: an Iraqi girl (or child) in a field near a Kurdish checkpoint. Evidence [3] from the first query explicitly mentions 'A girl stands besides her tent at a temporary displacement camp set up next to a Kurdish checkpoint in Kalak' in the context of ISIS fighting in Mosul. Evidence [1] and [2] from the third query describe Iraqi families fleeing Mosul and crossing into Kurdish-controlled areas (Khazer/Aksi Kalak) near checkpoints. While the specific emotion 'smiles' is subjective and harder to verify than the setting, the core factual elements (Iraqi girl, field, Kurdish checkpoint, northern Iraq) are supported by historical news reports from the Mosul conflict period (circa 2014-2017). The module signals correctly identified the image as no"
