sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.95,False,True,"The image is identified as AI-generated (visual_veracity ai_generated=true, confidence=0.9) by the module signals, which triggers the definitive rule to label it as Misinformation. The image depicts a tank with a floating frog, a surreal and impossible scenario that lacks any factual basis. Furthermore, the retrieved evidence confirms that 'Project Ribbit Thunder' is not a real military project. The term 'Ribbit' is primarily associated with a character from the animated series 'The Amazing Digital Circus' or a cryptocurrency token, neither of which relates to declassified military imagery. The claim of a 'recently declassified image' from a non-existent military project is therefore false."
3397,Misinformation,0.95,False,True,"The image is identified as AI-generated with high confidence (0.8). According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Additionally, the claim that Planet Hollywood Las Vegas is owned by a corporation based in Paris, Texas, is factually incorrect. Evidence from multiple sources ([1], [3], [4], [5], [7] in the 'Who owns' section) confirms that Planet Hollywood Las Vegas is owned and operated by Caesars Entertainment, which is headquartered in Nevada, not Paris, Texas. The confusion may stem from the name 'Paris' (referring to Paris Las Vegas, another Caesars property) or a misunderstanding of the brand's history, but the ownership claim is false. The combination of a fabricated image and a false factual claim soli"
ds4717,Not Misinformation,0.85,False,True,"The claim that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge is supported by multiple credible entertainment news sources. Specifically, Inquisitr [1] and OK Magazine [2] explicitly report that Tristan Thompson put Khloe on a strict pregnancy diet following her indulgence in junk food (cookies and ice cream) after her weight loss. The Sun [5] also confirms that Tristan intervened in her pregnancy routine to stop unhealthy habits. While the module signals indicate the image is not aligned (likely because the provided image does not depict the specific event or people mentioned), the textual claim itself is substantiated by the retrieved evidence. The visual veracity signal is low confidence (0.0) and does not indicate AI generation, so the d"
4718,Not Misinformation,0.85,False,True,"The headline claims Jennifer Lopez might take a 'break' from Alex Rodriguez. Evidence confirms that Jennifer Lopez and Alex Rodriguez ended their relationship in March 2021 after four years together and a two-year engagement (Sources [1], [2], [5], [8]). The relationship is definitively over, not just on a 'break'. However, recent reports from October 2025 indicate that Rodriguez reached out to Lopez after his own recent breakup, and Lopez responded to these rumors (Source [4], [3] in answers). The headline uses speculative language ('Might Take A BREAK'), which aligns with the current news cycle of them reconnecting or interacting post-breakup, rather than stating they are currently together or currently breaking up. The image is a genuine photo of JLo (visual_veracity: false for AI). The"
ds2101,Not Misinformation,0.95,False,True,"The image depicts a table with two wine glasses and a centerpiece, which aligns perfectly with the claim. The visual veracity module indicates the image is not AI-generated (ai_generated=false, confidence=0.0, though the confidence score is low, the explicit 'false' label is the primary signal). The retrieved evidence confirms that such table settings are common and realistic, with sources discussing table centerpieces [1, 2, 3] and wine glass placement [1, 2, 6]. There is no evidence of manipulation or AI generation that would trigger the definitive misinformation rule. The content is consistent with real-world dining setups described in the evidence."
5000,Misinformation,0.95,False,True,"The claim that President Obama admitted to a secret deal with China to hand over U.S. territory to settle debt is factually false. The retrieved evidence confirms that while the Obama administration engaged in diplomatic relations and trade enforcement with China (Sources [1], [3], [4]), there is no record of any agreement to cede U.S. territory. The only territory mentioned in the context of being 'handed over' to China is Hong Kong, which was transferred from British colonial rule in 1997, long before Obama took office (Sources [1], [2] in the 'U.S. territory' section). Furthermore, the evidence regarding debt indicates that China holds U.S. debt as a creditor, but there were no 'debt settlement' deals involving territorial exchange (Sources [1], [3] in the 'debt settlement' section). Th"
ds4724,Not Misinformation,0.65,False,True,"The headline claims that George and Amal Clooney are sleeping in separate bedrooms. The retrieved evidence contains conflicting information. Evidence [2] under 'Clooney couple sleeping arrangements news' explicitly states that the claim of them sleeping in separate rooms is 'not accurate' and that they have adapted to each other's quirks. However, other evidence points to significant marital strain and rumors of separation. Evidence [3] mentions they were 'recently separated' while traveling, and Evidence [2] under 'Recent updates' notes that 'insiders maintain that the rumors don’t match reality' regarding divorce, but also highlights specific incidents causing upset (e.g., drinking after Tony Awards). Evidence [9] under 'Clooney couple sleeping arrangements news' discusses childcare arra"
ds1157,Not Misinformation,0.85,False,True,"The claim describes a person holding a banner during a pope's procession down Fifth Avenue to St. Patrick's Cathedral. Evidence confirms that Pope Francis traveled down Fifth Avenue in a popemobile on September 24, 2015, to reach St. Patrick's Cathedral for evening prayers [3, 7, 8, 1]. During papal visits, it is standard for crowds to hold banners and signs to greet the Pope; while specific evidence for a banner *on that exact day* is not explicitly detailed in the snippets, the event (procession down 5th Ave to St. Patrick's) is historically accurate for Pope Francis (and Pope Paul VI in 1965) [2, 8]. The image shows a banner with the Pope's image, which is consistent with the context of such a procession. The module signals indicate the image is not AI-generated (visual_veracity ai_gene"
5013,Misinformation,0.85,False,True,"The headline claims a 'Controversial Dating Revelation' regarding Brooke Burke's divorce that sparks speculation. However, the retrieved evidence and module signals indicate that Brooke Burke is currently engaged to Scott Rigsby and has discussed her wedding plans (which have been delayed/postponed), rather than revealing a controversial new dating situation amid her divorce from David Charvet. The divorce from Charvet was finalized years ago (around 2019/2021 depending on the source timeline, but definitely not a current 'revelation' sparking new speculation in the manner described). The image provided is identified as irrelevant to the specific claim, showing two individuals on a stage likely from a TV show, not depicting Burke or the alleged event. The module signals explicitly state th"
ds9980,Not Misinformation,0.85,False,True,"The image depicts an Iraqi girl and her family at a Kurdish checkpoint, which aligns with extensive historical news coverage of refugees fleeing Mosul and other northern Iraqi cities to the Kurdish region (e.g., Khazer/Aksi Kalak checkpoints) during the ISIS conflict (2014-2017). Evidence [3], [8], [9], and [10] specifically describe scenes of Iraqi families, including girls, arriving at or waiting near Kurdish checkpoints in northern Iraq (such as Kalak or Khazer) while fleeing violence. The visual content (a girl smiling/settling) is consistent with the complex emotions of refugees who have reached a safer zone, even if the specific moment of 'settling' is a snapshot of a larger displacement event. The module's visual veracity indicates the image is not AI-generated. While the headline m"
ds2354,Not Misinformation,0.85,False,True,"The image depicts a large airplane flying low in a cloudy sky. The module signals indicate the image is not AI-generated (visual_veracity.ai_generated=false) and is relevant to the claim. The retrieved evidence supports the plausibility of the scene: multiple sources confirm that planes frequently fly low due to factors such as weather conditions (clouds, wind), airport approaches, or specific aircraft types (like the C-17 mentioned in evidence [7] from WFMJ.com). While the claim is generic, the visual content aligns with common aviation occurrences described in the evidence, and there is no indication of fabrication or misleading context. The image serves as a valid illustration of the phenomenon described."
ds4,Not Misinformation,0.9,False,True,"The claim states that after the murders, Charlie Hebdo's surviving staff left their Paris offices for a temporary home at Liberation newspaper. The retrieved evidence confirms this sequence of events. Specifically, evidence [6] from WCBU (Jan 13, 2015) states that Charlie Hebdo 'has moved from its location that was attacked and is operating in the offices of the newspaper Liberation.' Evidence [2] from the New York Times and [3] from ABC News further clarify that the staff 'squatted' or stayed in an improvised space within the Liberation newsroom for over six months before moving to new rented offices in September 2015. The image provided is identified as a memorial site (likely the Fresque des Charlie Hebdo or a similar tribute), which is consistent with the aftermath of the attacks and t"
