sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.95,False,True,"The primary determinant for this verdict is the visual veracity signal, which indicates with high confidence (0.9) that the image is AI-generated. The image depicts a surreal and physically impossible scenario: a frog floating above a tank. This contradicts the claim of it being a 'recently declassified image' from a military project, as declassified images are historical records of real events or equipment, not AI-generated surreal art. Furthermore, the relevancy signal confirms the image does not provide context linking it to 'Project Ribbit Thunder,' and the answers indicate that 'Project Ribbit Thunder' is likely a fictional concept from a web series or a cryptocurrency project, not a real military operation with declassified imagery. Therefore, the image is fabricated and misrepresent"
3397,Misinformation,0.95,False,True,"The primary determinant for this verdict is the visual veracity signal, which indicates the image is AI-generated with high confidence (0.8). According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Additionally, the claim that Planet Hollywood Las Vegas is owned by a corporation based in Paris, Texas, is factually incorrect; the property is owned and operated by Caesars Entertainment, which is based in Nevada. The module's QA answers confirm the correct ownership and location, contradicting the claim, but the AI-generated nature of the image alone is sufficient to classify this as misinformation."
ds4717,Misinformation,0.85,False,True,"The claim asserts that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a specific 'Cookies & Ice Cream Binge'. The module signals indicate that the image is not relevant to the claim (does not depict the subjects or the event). Crucially, the QA evidence explicitly states that there is 'no specific news regarding Tristan Thompson and a cookies ice cream binge' and that sources do not mention such an event involving him. While Tristan Thompson did influence her diet generally, the specific narrative of being 'forced' after a 'binge' is unsupported by the evidence and contradicted by the lack of any record of such a binge event involving Tristan. The combination of an irrelevant image and a specific factual inaccuracy regarding the 'binge' event suppor"
4718,Not Misinformation,0.85,False,True,"1. Image AI-Generation: The visual veracity module indicates the image is not AI-generated (ai_generated=false, confidence=0.0), so the definitive rule for automatic 'Misinformation' does not apply. 2. Evidence Support: The module's QA answers confirm that Jennifer Lopez and Alex Rodriguez did take a break from their relationship, which led to their breakup in March 2021. The headline claims she 'might take a BREAK', which aligns with the historical fact that they did take a break. While the headline uses speculative language ('might') and the image is a generic photo of JLo, the core claim regarding the existence of a break is supported by the evidence. 3. Module Agreement: The relevancy is marked as 'partial' because the image doesn't show the specific event, but the visual veracity and "
ds2101,Not Misinformation,0.95,False,True,"1. The image is not AI-generated (visual_veracity.ai_generated=false, confidence=0.0), so the definitive rule for mislabeling AI content does not apply. 2. The image visually depicts a table with two wine glasses and a centerpiece, which directly aligns with the claim. 3. The module signals (relevancy aligned=true, confidence=0.9) support the visual evidence. 4. The QA answers provide general context about table settings but do not contradict the specific visual content of the image. Therefore, the claim is supported by the evidence."
5000,Misinformation,0.95,False,True,"The claim asserts that Obama admitted to a secret deal to hand over U.S. territory to China to settle debt. This is factually false. First, the U.S. has never handed over any of its sovereign territory to China; Hong Kong was returned by the UK, not the US. Second, there is no record of any 'secret deal' involving territorial exchange for debt settlement during the Obama administration. The module signals correctly identify that the image is not AI-generated (visual_veracity ai_generated=false), but the relevancy is low because the image does not depict the alleged event. The QA answers confirm that while diplomatic relations existed, there was no such deal. The headline is a fabricated conspiracy theory. Although the image itself is a real photo of the Obamas, its use here to support a co"
ds4724,,,False,False,PARSE_FAILURE
ds1157,Not Misinformation,0.85,False,True,"The image is verified as a genuine photograph (not AI-generated). The claim describes a person holding a banner during a Pope's procession down Fifth Avenue to St. Patrick's Cathedral. Historical records confirm that Pope Francis traveled down Fifth Avenue in New York City in 2015, and crowds often hold banners and flags during such high-profile visits. While the module signals show some confusion regarding specific procession routes (mixing up Central Park vs. Fifth Avenue in some QA pairs), the core event (Pope Francis on Fifth Avenue) is factual. The image shows a banner with the Pope's image, which is consistent with the behavior of supporters during such events. The 'partial' alignment in relevancy is due to the inability to verify the exact moment or specific individual in the static"
5013,Not Misinformation,0.85,False,True,"1. **AI Generation Check**: The module signals indicate the image is not AI-generated (ai_generated=false, confidence=0.0). Therefore, the definitive rule for automatic 'Misinformation' does not apply. 2. **Evidence vs. Claim**: The claim suggests a 'controversial dating revelation amid divorce'. The evidence confirms that Brooke Burke did file for divorce from David Charvet and has since been engaged to Scott Rigsby. While the image itself is not directly relevant (showing two individuals on stage, likely from a TV show, rather than Burke specifically), the headline's core narrative (divorce and dating life changes) is factually grounded in real events. The image serves as a generic stock or related visual rather than a specific depiction of the event, which is a common practice in clickb"
ds9980,Not Misinformation,0.85,False,True,"The image is verified as real (not AI-generated) with high confidence. The module signals indicate partial alignment, noting that while the subject (a smiling Iraqi girl) matches the claim, the specific context (family settling in a field near a Kurdish checkpoint) is not explicitly visible in the image. However, the provided QA evidence supports the plausibility of the scenario, citing ongoing displacement, family reunification, and the role of Kurdish checkpoints in northern Iraq. Since the image is authentic and the context is consistent with known events in the region, and there is no definitive evidence contradicting the specific caption, the claim is treated as not misinformation, albeit with limited visual verification of the specific background details."
