sample_id,label,confidence,abstain,parse_ok,rationale
ds6031,Misinformation,0.95,False,True,"The image is identified as AI-generated with high confidence (0.9) by the visual veracity module. The image depicts a surreal and impossible scenario (a frog floating above a tank) which lacks any realistic context or connection to a military project. The claim references 'Project Ribbit Thunder' as a recently declassified military image, but the visual evidence is clearly synthetic and unrelated to real-world declassified military records. According to the definitive rule, if the image is AI-generated, the output must be Misinformation."
3397,Misinformation,0.95,False,True,"The visual veracity module indicates that the image is AI-generated with a confidence of 0.8, which exceeds the 0.6 threshold. According to the definitive rule, if the image is AI-generated, the output must be 'Misinformation' regardless of other signals. Additionally, the QA answers confirm that Planet Hollywood Las Vegas is owned by Caesars Entertainment, not a corporation based in Paris, Texas, further supporting the classification of the claim as false."
ds4717,Not Misinformation,0.85,False,True,"The claim that Khloe Kardashian was forced by Tristan Thompson to follow a strict pregnancy diet after a binge is supported by multiple evidence items. The QA answers confirm that Khloe followed a strict diet imposed by Tristan, particularly after indulging in junk food cravings (cookies and ice cream). While the image is not relevant to the claim, the textual evidence sufficiently supports the core assertion of the headline. The AI-generated check is negative, and the visual veracity is not a disqualifier here since the image is irrelevant but not misleading in a way that contradicts the text (it's just unrelated). The claim is substantiated by the provided answers."
4718,Not Misinformation,0.9,False,True,"The headline claims that Jennifer Lopez might take a break from Alex Rodriguez. The provided evidence confirms that Jennifer Lopez and Alex Rodriguez did indeed take a break from their relationship, which ultimately led to their breakup in March 2021. While the headline uses speculative language ('Might Take A BREAK'), it aligns with the factual history of their relationship status. The image is a genuine photograph of Jennifer Lopez, and the visual content supports the subject of the headline. Therefore, the claim is grounded in fact and is not misinformation."
ds2101,Not Misinformation,0.95,False,True,"The image visually depicts a table setting with two wine glasses and a centerpiece, which aligns perfectly with the claim. The visual veracity module confirms the image is not AI-generated (ai_generated=false), and the relevancy module confirms the alignment between the image content and the headline. There are no indicators of misinformation."
5000,Misinformation,0.95,False,True,"The claim that Obama admitted to a secret deal to hand over U.S. territory to China to settle debt is factually false. The United States has never ceded any of its sovereign territory to China. The module's answer regarding Hong Kong is factually incorrect in this context (Hong Kong was a British colony, not U.S. territory, and was not 'handed over' by the U.S. to China). There is no evidence of any such secret deal or debt settlement involving territorial cession. The image is a generic photo of the Obamas and does not support the specific, fabricated claim in the headline. Therefore, the headline constitutes misinformation."
ds4724,Not Misinformation,0.85,False,True,"The claim that George and Amal Clooney are sleeping in separate bedrooms is a specific detail about their private lives that cannot be verified by the provided image, which merely shows them together. The module signals indicate that the image is real (not AI-generated) and only partially relevant. The QA answers provide conflicting information regarding their relationship status (rumors vs. denials) but do not definitively prove or disprove the specific sleeping arrangement claim. However, since the image is authentic and the claim is a rumor/speculation rather than a demonstrably false statement about a verifiable event (like a fake photo of a crime), and given the lack of definitive evidence to label it as 'Misinformation' (which usually implies a false claim presented as fact), the mos"
ds1157,Not Misinformation,0.85,False,True,"The image shows a banner featuring the Pope, which is consistent with the claim that a person holds a banner during a papal event. The retrieved evidence confirms that Pope Francis visited New York City in 2015, attended services at St. Patrick's Cathedral, and traveled through the city (including areas near Fifth Avenue/Central Park) where crowds held banners. While the specific detail of 'Fifth Avenue' might be a slight conflation with the Central Park procession or the general route, the core elements (Pope, banner, NYC/St. Patrick's context) are factually grounded in real events. The image is verified as not AI-generated. Therefore, the headline describes a plausible and evidence-supported scenario rather than definitive misinformation."
5013,Not Misinformation,0.85,False,True,"The headline uses sensationalist language ('Controversial', 'Shocking', 'Exposed') typical of clickbait, but the core factual premise is grounded in reality. Evidence confirms that Brooke Burke did file for divorce from David Charvet and has since been engaged to Scott Rigsby, with public discussions about their relationship and wedding plans. The image, while not depicting Brooke Burke (as noted by the low relevancy score), is a genuine photograph and not AI-generated. Since the visual veracity is not AI-generated, the definitive rule for 'Misinformation' does not apply. The mismatch between the image and the headline is a common issue in low-quality media but does not constitute the creation of fake news or deepfakes in this context, especially given the factual basis of the text claim."
ds9980,Not Misinformation,0.7,False,True,"The image is verified as real (not AI-generated) and depicts a child smiling, which aligns with the 'smiles' part of the claim. The retrieved evidence confirms that such scenarios (Iraqi families settling near Kurdish checkpoints in northern Iraq, particularly in contexts involving displacement or return) are factually grounded in the region's recent history and ongoing humanitarian situations. While the specific identity of the girl or the exact date of the photo cannot be definitively pinned to a single news event without reverse image search, the claim describes a plausible and contextually accurate scenario consistent with the visual evidence and regional news reports. There is no evidence to suggest the image is fake or the context is fabricated."
